id,name,current_lng,current_lat,updated_at,description,entity_id,active,type,gender,system_prompt,introduction_instructions
81,Falathrim (Sea-elves),1.228323,51.560255,2026-06-25 06:42:31.388994,"Sea-elves of the western coasts, masters of shipbuilding and sailing — fishers and net-menders in the river-mouths, shipwrights and captains in the havens, crews of the grey ships that ward the shores. Toward travellers: courteous coast-dwelling Elves, bound to sea and ship, reserved with strangers but not unkind.",0cfdd809-57a5-4426-9a95-d7de089d4e51,f,elves,female,,
82,Calenardhons Soldiers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Garrison troops and militia of Calenardhon — Gondor's grassland province before Rohan — holding its forts, fords and roads against orcs and Dunlending raiders out of the hills. Toward travellers: disciplined king's soldiers, allies to the lawful and watchful of strangers on a raided frontier.",eb3162fb-837f-43c8-a75b-237b4ecbe6f6,f,humans,male,,
83,Urban Men,1.228323,51.560255,2026-06-25 06:42:31.388994,"A broad label for the town and city folk of Eriador and Gondor — the common people of places like Bree, Tharbad, Pelargir and Minas Tirith — of mixed blood and every trade. Toward travellers: ordinary townsfolk used to strangers and traffic, their welcome ranging from busy indifference to friendliness or suspicion.",5aaceb51-4a0c-4606-9177-509739bc187a,f,humans,male,,
84,Bree-landers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Mixed folk of Bree — Men of various stocks and hobbits together — living in and around a hedged, trench-ringed village at a great crossroads, once a busy trade-town and now somewhat faded. Toward travellers: used to strangers and the road; generally welcoming but cautious, with a homely, gossipy good sense.",227f3bd4-75f2-42ce-890e-e03e816d45b3,f,humans,male,,
85,Dorwinrim,1.228323,51.560255,2026-06-25 06:42:31.388994,"The folk of Dorwinion by the Sea of Rhûn — of mixed Northman and Easterling blood, somewhat stocky and fair with a faint yellowish cast — a people of the wine-lands between the great realms. Toward travellers: traders and vintners of the eastern marches whose welcome depends on the dealings and the day.",58964860-bbd7-4604-a4dd-fc3528f406bf,f,humans,male,,
86,Asdriag & Sagath Soldiers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Easterling warriors of the lands beyond Rhûn who ride under Sauron's banners as auxiliaries — horse-borne, lightly armed, fighting for plunder and dark lords' promises. Toward travellers: hostile raiders of the eastern marches, a danger to any of the free peoples they meet.",a7960e0e-d0a3-48e2-b1c9-76e4c5949413,f,humans,male,,
87,Beijabar of Nan Anduin,1.228323,51.560255,2026-06-25 06:42:31.388994,"A Northman folk of the Anduin vales akin to the Beornings — bee-keepers, herders and woodsmen who hold the river-lands and keep them clear of orcs and wolves. Toward travellers: independent folk, hospitable to friends but fierce to foes.",1709ce8b-56ae-48dc-a3f7-ed31708fd6fb,f,humans,male,,
88,Dunedain Traveller,1.228323,51.560255,2026-06-25 06:42:31.388994,"A lone Dúnadan on the road — one of the long-lived, far-wandering Men of Westernesse, abroad on some errand of their own; grave, courteous and watchful. Toward travellers: a doughty, honourable companion who keeps their lineage and purpose close.",f01c1f88-c9dc-4969-858a-6c138ca63e24,f,humans,male,,
89,Falathrim Fisher Sailor,1.228323,51.560255,2026-06-25 06:42:31.388994,"Sea-elves of the Lindon coast met at their daily craft — casting nets in the river-mouths, mending boats on the strand, working a small smack along the gulf — weathered and unhurried, knowing every current and tide. Toward travellers: calm, courteous coast-folk and a good source of passage and sea-lore for the respectful.",ab436ad7-7281-41e9-81c6-d9aa27cd6302,f,elves,female,,
90,Dunlendings Priests,1.228323,51.560255,2026-06-25 06:42:31.388994,"Keepers of the old Dunlending faith — leaders of rite and sacrifice who tend the clans' ancestral spirits at hill-shrines and standing stones, holding great sway and deep suspicion of outland gods and ways. Toward travellers: powerful and insular, hostile to outsiders who meddle with their rites or sacred places.",6b65b92e-8ec2-4b8c-90ac-d3bdbb84a10f,f,humans,male,,
91,Dunlendings Warriors,1.228323,51.560255,2026-06-25 06:42:31.388994,"Fierce clan-warriors of Dunland with spear, axe and round shield, nursing an old hatred of Rohan for lost lands, fighting in loose bands under their headmen and raiding the Westfold when they can. Toward travellers: dangerous and quick to violence, above all toward Rohirrim and their friends.",003f58d5-cd79-4a70-82a4-5b86b1581610,f,humans,male,,
92,Dwarf Prospector,1.228323,51.560255,2026-06-25 06:42:31.388994,"A lone Dwarf or small party searching the roots of the Blue Mountains for fresh seams of iron, coal or precious metal — secretive about finds, ranging the high valleys with pick, lamp and a keen eye for stone. Toward travellers: gruff and close-mouthed about their work, but no threat to honest folk.",e78ed9a7-29cf-4e99-b958-6b98ce841e99,f,dwarves,male,,
93,Foreigners,1.228323,51.560255,2026-06-25 06:42:31.388994,"Men from distant lands marked by strange dress, speech and custom — traders, envoys, mercenaries or wanderers far from home. Toward travellers: regarded with curiosity or suspicion, their intent unknown until shown — anywhere from friendly to dangerous.",4788b0d8-7d01-4716-ac70-7b19726d63c5,f,humans,male,,
94,Dyrians,1.228323,51.560255,2026-06-25 06:42:31.388994,"Folk of Dyr in the eastern marches near the Sea of Rhûn — traders, herders and rivermen living between the great realms, prizing their wine, horses and hard-won independence. Toward travellers: proud, self-reliant border-folk; fair traders, wary of being ruled.",cfe04839-dd5b-431a-abc1-b9a76feea98a,f,humans,male,,
95,Farmer Woodsman,1.228323,51.560255,2026-06-25 06:42:31.388994,"Settled country folk working a farm or stretch of woodland at the edge of the wild — tilling, herding, felling and charcoal-burning; hospitable but guarded, and the first to suffer when raiders or beasts come out of the wilderness. Toward travellers: kindly to honest folk and a source of food and shelter, but wary on an exposed frontier.",4be8ce2e-bc95-4905-8fa8-8bc6dfb014b1,f,humans,male,,
96,Dwarf Merchant,1.228323,51.560255,2026-06-25 06:42:31.388994,"A Dwarven trader on the road with a laden pony or wagon, dealing in metalwork, tools and weapons between the Dwarf-holds and the towns of Men and Elves — a shrewd bargainer travelling well-guarded. Toward travellers: open to trade and news, canny and close with their accounts, but fair to honest dealers.",0be376e4-b51b-4a37-a4ac-965de7ec70c0,f,dwarves,male,,
97,Hobbits,1.228323,51.560255,2026-06-25 06:42:31.388994,"A rare meeting with hobbits beyond their usual haunts — small, soft-spoken folk easily overlooked, usually a family or two strayed from the settled lands. Toward travellers: shy of big folk and quick to slip from sight, wanting little more than to be left to their meals and pipes.",3037a73b-8562-4b20-8462-552397c4c406,f,hobbits,male,,
98,Fisherfolk,1.228323,51.560255,2026-06-25 06:42:31.388994,"Folk who live by the water — netting fish, gathering shellfish along the shores, poling boats through the shallows — weathered, close-knit, and reading the water better than any map. Toward travellers: settled waterside folk, helpful for passage and food, keeping to their own stretch of bank or coast.",72df59f3-75b5-4111-94ce-c77362c6b450,f,humans,male,,
99,Cultirith Patrol,1.228323,51.560255,2026-06-25 06:42:31.388994,"A patrol of soldiery from the stronghold of Cultirith, warding its district against raiders and brigands, keeping the roads and challenging strangers in their lord's lands. Toward travellers: lawful men-at-arms; no threat to the honest, but they will stop and question those who pass.",2ec665b3-5555-4b8c-9c2f-6cc4e9732727,f,humans,male,,
100,Hillmen,1.228323,51.560255,2026-06-25 06:42:31.388994,"Rough hill-dwelling folk of the uplands — herders, hunters and raiders who answer to clan and feud rather than king, hardy and clannish, holding the high valleys softer folk avoid. Toward travellers: wary of lowlanders and quick to arms; their welcome depends on clan and circumstance.",9465fdad-d9f9-4165-be49-a57b70092638,f,humans,male,,
101,Tribesmen,1.228323,51.560255,2026-06-25 06:42:31.388994,"Folk of a clan or tribe beyond the settled realms — hillmen, marsh-dwellers, herders or hunters bound by kin and custom rather than king. Toward travellers: proud and wary of outsiders, peaceable if respected but fierce in defence of their own ground.",1743d63f-3886-46b9-88a7-681b8a013343,f,humans,male,,
102,Gondor Garrison Patrol,1.228323,51.560255,2026-06-25 06:42:31.388994,"Soldiers of a Gondorian garrison on their rounds — keeping the walls, roads and watch-posts, checking travellers and watching the borders; disciplined men of the South Kingdom. Toward travellers: courteous to the lawful and hard on the suspect; they will stop and question strangers.",8fb2d1a5-c6fd-4a6d-85d9-c32dbe6de7f5,f,humans,male,,
103,Horsefolk Éored,1.228323,51.560255,2026-06-25 06:42:31.388994,"A mounted troop of the horse-folk ranging the grass-plains in war or on patrol — swift, disciplined and deadly with spear and bow from the saddle, covering ground no footman can match. Toward travellers: formidable riders; no threat to honest folk, but they will ride down and question strangers on their lands.",b658e758-b9ff-40e4-94fe-bae2612d0fc9,f,humans,male,,
104,Hobbit Wanderer,1.228323,51.560255,2026-06-25 06:42:31.388994,"A lone hobbit far from home — an oddity among his kind, driven by restlessness, exile or some half-mad errand; footsore and out of place yet surprisingly hardy, turning up in the strangest corners of the world. Toward travellers: harmless and out of his depth, but good company and tougher than he looks.",89ac7fb7-56ea-40fb-96ee-80b03e5ff5f0,f,hobbits,male,,
105,Laegrim Ranger,1.228323,51.560255,2026-06-25 06:42:31.388994,"A ranger of the Green-elves warding the eaves of the forest realms — a silent woodsman and deadly archer who patrols the wild marches, shadows intruders and keeps the old paths. Toward travellers: unseen until he chooses; a guardian who watches strangers closely and aids the worthy.",02dcbc70-8105-43f4-bfd1-03c085bc4539,f,elves,female,,
106,Merchants & Traders,1.228323,51.560255,2026-06-25 06:42:31.388994,"Traders plying goods between towns and lands — cloth, metalwork, salt, wine and small luxuries — with a laden pony, pack or guarded wagon; shrewd, talkative, carrying news as readily as wares. Toward travellers: welcoming and useful for goods and news, canny in a bargain but no threat.",d9196a81-aa97-4c5c-9cf6-42bbf02630d6,f,humans,male,,
107,Minas Ithil Courier,1.228323,51.560255,2026-06-25 06:42:31.388994,"A rider bearing messages to and from Minas Ithil — an honest courier of Gondor in the realm's good days, but a servant of the Nazgûl carrying foul word once the tower became Minas Morgul. Toward travellers: in good times a lawful messenger; in evil times something to avoid — its errand is dark.",8b647932-ab11-483a-8b52-d8dd6d358455,f,humans,male,,
108,Nobles & Leaders,1.228323,51.560255,2026-06-25 06:42:31.388994,"A person of rank abroad with their retinue — a lord, lady, captain or chieftain on some errand of state, war or kinship, travelling attended and armed. Toward travellers: they expect deference and can prove a powerful friend or a perilous enemy; mind your manners.",a59bf43b-ed5d-42c4-a0aa-ab02192000cd,f,humans,male,,
109,Dwarves,1.228323,51.560255,2026-06-25 06:42:31.388994,"A chance meeting with Dwarves on the road — usually a small party travelling between their mountain-holds and the markets of Men — blunt, watchful and quick to take offence or oath, keeping their own counsel. Toward travellers: gruff and guarded but honest, fair to fair dealing and staunch once a bond is made.",161596f3-a22b-405e-8228-f80aa7f658fc,f,dwarves,male,,
110,Scout Elves,1.228323,51.560255,2026-06-25 06:42:31.388994,"Elven scouts ranging the wild country about Rivendell and the Trollshaws, watching the fords and old roads — moving unseen, marking the passage of orcs and brigands and carrying word swiftly home. Toward travellers: hidden guardians who observe strangers before showing themselves, and help the worthy in peril.",684a6158-7350-4576-99ec-780c9bc18546,f,elves,female,,
111,Sailors,1.228323,51.560255,2026-06-25 06:42:31.388994,"Seafaring and river-going men met in port or aboard ship — crewing trade-vessels, fishing boats and ferries; hardy, superstitious and free with a tale, knowing the coasts, currents and harbours. Toward travellers: easy company and a source of passage and sea-lore, harmless ashore unless badly crossed.",110d79f1-e19e-45f0-9ba2-9b740d8b675b,f,humans,male,,
112,Pirates,1.228323,51.560255,2026-06-25 06:42:31.388994,"Sea-raiders who prey on coastal shipping and settlements, putting in to plunder and slipping away with their spoil — lawless and dangerous, sometimes in league with the Corsairs, sometimes for themselves. Toward travellers: a direct danger by sea and shore; they rob, take captives and kill.",a2dd5045-97d5-4ee9-b6b5-db32b00378ea,f,humans,male,,
113,Brigands & Outlaws,1.228323,51.560255,2026-06-25 06:42:31.388994,"Lawless men of the road and wild — robbers, deserters, broken soldiers and hired ruffians who prey on travellers and lone farms, banding where order is weak and scattering before real force. Toward travellers: a direct danger; they demand toll or plunder at knife-point but break before a strong, armed party.",d50e3b55-0211-473d-948f-4fc2c725f9f1,f,humans,male,,
114,People Fur Trappers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Men who range the northern woods trapping beasts for pelts — solitary, hardy and weather-worn, coming to town only to sell furs and resupply before vanishing back into the trees. Toward travellers: gruff loners and no threat, a possible source of guidance and trade in the deep wilds.",cdf657be-8537-4e0f-8035-5b276f9948fd,f,humans,male,,
115,People Hunters,1.228323,51.560255,2026-06-25 06:42:31.388994,"Men who live by the chase — hunting game in forest, hill and fen for meat and hides, skilled with bow and snare and at home far from any settlement, reading sign townsfolk would miss. Toward travellers: self-reliant woodsfolk, helpful and knowledgeable, wary but rarely hostile.",8c416bde-35cb-4dde-8a51-7a7e8fdf2b1d,f,humans,male,,
116,People Reed Peat Cutters,1.228323,51.560255,2026-06-25 06:42:31.388994,"Marsh-folk who cut reed for thatch and dig peat for fuel, working the bogs by flat-bottomed boat — poor and little regarded, but knowing the safe paths through mires that swallow the unwary. Toward travellers: humble fen-folk and a precious guide through treacherous marsh for those who treat them kindly.",39c61ab9-5189-42bf-baad-57ab3205dfcc,f,humans,male,,
117,Elves,1.228323,51.560255,2026-06-25 06:42:31.388994,"A chance meeting with Elves abroad — usually a small party on the road: travellers between the havens, a company keeping to the dusk, or hunters far afield. Toward travellers: courteous but reserved with strangers, gracious to the worthy, and seldom lingering long.",4e91aa11-52ab-4689-9d9d-5dfcb02f2310,f,elves,female,,
118,Merchant Caravan,1.228323,51.560255,2026-06-25 06:42:31.388994,"A train of merchants travelling together for safety — wagons, pack-beasts and hired guards strung along the trade-roads; a rich prize for brigands, and so rarely seen without an armed escort. Toward travellers: welcoming and a source of goods and news, well-guarded and wary of ambush.",5b75366c-61af-4ded-a618-1ec0394a379c,f,humans,male,,
119,Pilgrim Wanderer,1.228323,51.560255,2026-06-25 06:42:31.388994,"A lone traveller on a journey of faith or penance, bound for some shrine or vow far from home — footsore and single-minded, trusting to charity and to the protection their purpose is thought to grant. Toward travellers: harmless and devout, glad of kindness and company and no threat.",d76349ce-2b8a-4fc2-96da-0e6e4e4e0efb,f,humans,male,,
120,Pilgrim to Mithlond,1.228323,51.560255,2026-06-25 06:42:31.388994,"An Elf making the last journey west to the Grey Havens to take ship into the Undying Lands — passing quietly through Lindon, alone or in small companies, thoughts already on the sea and the weariness of ages plain upon them. Toward travellers: gentle and sorrowful, wholly turned westward; courteous but already half-departed from the world.",28db3cbe-1eb3-43fb-b8ac-f91478ebf69a,f,elves,female,,
121,Plague Refugee,1.228323,51.560255,2026-06-25 06:42:31.388994,"Folk fleeing pestilence — driven from a stricken town, carrying what little they could and perhaps the sickness itself; desperate and shunned, begging shelter and food. Toward travellers: pitiable but a real danger — the wary turn them away for fear of the plague they may carry.",a15e6460-6717-4ced-b4f5-602aa7c5ea19,f,humans,male,,
122,Renegade Elf,1.228323,51.560255,2026-06-25 06:42:31.388994,"An Elf who has forsaken his people — outlawed for some old deed, soured by grief, or gone solitary and strange in the wild — wary, unpredictable, and answering to no lord. Toward travellers: a wild card who may aid a stranger as readily as rob one, and not to be trusted on sight.",4f5629b1-3cc8-4e37-8938-4809b169a316,f,elves,female,,
123,Sindar Guardian,1.228323,51.560255,2026-06-25 06:42:31.388994,"A Sindarin warden set to keep some threshold of the Elven lands — a ford, a forest-eaves, a hidden path — silent and watchful, clad to melt into wood and shadow. Toward travellers: challenges intruders from hiding but speeds friends quietly on their way; a guardian, not a hunter.",583dedb1-f86c-4c23-8b0c-5b5adfae70ee,f,elves,female,,
124,Sea Captain Sailor,1.228323,51.560255,2026-06-25 06:42:31.388994,"An Elven ship-master of Círdan's folk, commanding one of the grey vessels of the Gulf of Lhûn and the Harlindon coasts — long-sighted and sea-hardened, carrying messages, goods and passengers between the havens, and at the last those bound west. Toward travellers: courteous and capable, a means of passage and sea-lore for the worthy.",a4b1aa2b-a17b-4a91-ae1c-664acde439e9,f,elves,female,,
125,Scouts,1.228323,51.560255,2026-06-25 06:42:31.388994,"Lightly-armed men ranging ahead of a larger force or watching a stretch of country — outriders, foresters and trackers in someone's service, keeping out of sight and carrying word swiftly back. Toward travellers: watchful and elusive; whether they help or hinder depends on whom they serve.",c74a5339-1b6f-481a-9705-a85cad456d93,f,humans,male,,
126,Rivermen,1.228323,51.560255,2026-06-25 06:42:31.388994,"Men who live and work the great rivers — boatmen, ferriers, fishers and traders moving goods and folk by water, knowing every shoal and landing and keeping a shrewd independence from the land's lords. Toward travellers: useful for passage and river-lore, independent-minded but generally fair to honest custom.",9b28ea4a-ab57-444e-b488-2de8ee4a852b,f,humans,male,,
127,Slaves and Guards,1.228323,51.560255,2026-06-25 06:42:31.388994,"A coffle of captives driven under armed guard toward the markets or some master's labour, herded by hard-eyed keepers — the guards watchful and brutal, the slaves broken but alert for any chance to flee. Toward travellers: the guards are violent and suspicious; the slaves may beg aid or seize a chance to break free.",d4dda60f-0d5e-4e83-b204-e7660d77cf08,f,humans,male,,
128,Southerners,1.228323,51.560255,2026-06-25 06:42:31.388994,"Men of the southern lands — Haradrim and their neighbours, dark-haired and richly or strangely arrayed — met as traders, envoys, mercenaries or soldiers far north of home, often eyed with mistrust in the West. Toward travellers: their intent varies by errand and allegiance; treated with suspicion in northern lands, friend or foe by circumstance.",1c5bd70e-4d0a-4572-850c-cd2deb200b57,f,humans,male,,
129,Thieves & Smugglers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Footpads, cutpurses and smugglers working the towns, fairs and trade-roads — moving stolen goods and contraband, slipping tolls and gates, and lightening the purses of the unwary. Toward travellers: quick-fingered and quick to vanish, a danger to your goods and gold rather than your life — but dangerous if cornered.",e6cf8151-140f-436a-86e5-892cdb7fbd8c,f,humans,male,,
130,Spies,1.228323,51.560255,2026-06-25 06:42:31.388994,"Agents on secret business — watching roads and garrisons, carrying word, or worming into the trust of the powerful — passing as travellers, merchants or servants. Toward travellers: outwardly harmless but dangerous in what they serve; a careless word to one may travel far.",503fe564-a868-45ef-b0bf-fd0bbcd066f0,f,humans,male,,
131,Wandering Company,1.228323,51.560255,2026-06-25 06:42:31.388994,"A band of folk travelling the roads together — players, pilgrims, displaced families or companions on a long road — sharing fire and the safety of numbers. Toward travellers: friendliness and fortunes vary, but a company on the move always carries news from afar and welcomes company on a lonely stretch.",85d071e3-de44-4d3f-b1de-8e3b0134fd7d,f,humans,male,,
132,Wild Hobbits,1.228323,51.560255,2026-06-25 06:42:31.388994,"Hobbits living rough at the edges of settled country — in the eaves of old forests, hedges and lonely downs — warier and more weather-hardened than their kin, trusting no big folk and vanishing into bracken at the first alarm. Toward travellers: shy and elusive and no threat, gone from sight before you know they were there.",2c4156c5-245b-463d-b5c9-00bafd742c28,f,hobbits,male,,
133,Solitary Dwarf,1.228323,51.560255,2026-06-25 06:42:31.388994,"A single Dwarf met far from any hold — a wanderer, exile, craftsman seeking work, or one bent on a private errand or grudge; gruff with strangers but steadfast to those who earn it. Toward travellers: wary and close-mouthed but honest and stout-hearted, a good companion once trust is won.",0bd5c0bf-1caa-41a9-80a5-694fe3046ce0,f,dwarves,male,,
134,Armed Patrol,1.228323,51.560255,2026-06-25 06:42:31.388994,"A body of armed men watching the roads, borders and marches of a realm — soldiers, militia or a lord's riders — challenging strangers and hunting bandits and raiders. Toward travellers: their temper depends on whose land it is and how the times sit — lawful aid or stern suspicion.",c45fe0fe-a440-470f-8bd3-a99b0e8a61c6,f,humans,male,,
135,Elven Wandering Company,1.228323,51.560255,2026-06-25 06:42:31.388994,"One of the roving Elf-companies that cross the lands at dusk, singing as they go, keeping to the old paths between the havens and the eastern realms. Toward travellers: gracious and otherworldly; they share fire and counsel with the worthy and are gone by morning.",01151892-afea-4643-8468-93d9ccdd75d1,f,elves,female,,
136,Travellers,1.228323,51.560255,2026-06-25 06:42:31.388994,"Folk upon the road for their own reasons — bound for market or kin, fleeing hard times, or simply going from town to town — usually harmless and glad of company on a lonely stretch. Toward travellers: generally friendly fellow-wayfarers, though the road draws all sorts and not every one is what they seem.",0e26195f-6832-4fce-99a3-e62d39df1c7a,f,humans,male,,
137,Military Unit,1.228323,51.560255,2026-06-25 06:42:31.388994,"An organized force of soldiery on the move — a company, column or picked band marching to muster, garrison or war under its captains; disciplined and well-armed. Toward travellers: no foe for a small party and brooking no interference — lawful or hostile by whose banner it bears.",cdd8078c-a1cf-4102-a5f5-63b1a6ac3da4,f,humans,male,,
138,Elven Loremaster,1.228323,51.560255,2026-06-25 06:42:31.388994,"A wandering Elven sage — keeper of histories, songs and ancient craft — journeying between libraries, ruins and the houses of the Wise, who remembers Ages Men have wholly forgotten. Toward travellers: gracious and generous with knowledge to the courteous, a priceless source of lore and counsel.",76b67120-b87d-4d92-9782-df3d709041a1,f,elves,female,,
