id,name,region_type,kingdom_id,description_text,notes,products,area_km2,created_at
56,Evendim Hills,province,6,"The Evendim Hills (Sindarin Emyn Uial, 'Hills of Twilight') are the upland region around the valley of the Cornalas and the northern shore of Lake Evendim (Nenuial) in western Arthedain. For one season they are pale brown under constant cool mists cupped in the valley, for another they lie soft and white under snow, and in the Awakening and the Poem the valley becomes a shifting tapestry of lush greens. Though unproductive by southern standards—steep hillsides strain shepherds’ knees and narrow vales have thin soil—the hills have long been the heart of Arthedain, their rippling waters and mists inspiring poets and musicians.","For your climate and biome system, treat the Evendim Hills (Emyn Uial) as a cool, maritime upland with high rainfall, heavy seasonal mist and snow, and a strong human imprint through terraces and roads, yet always on the edge of rewilding by gorse, heather and grass. In the pre–War of the Ring Third Age, they are still inhabited and functioning as a heartland of Arthedain, though already feeling the strain of colder winters and creeping decline.[file:179]",,50376.9553881854,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
82,Fangorn,province,3,"Fangorn is an ancient forest on the southeastern slopes of the Misty Mountains, bordered to the north by the plains running to the Silverlode (Celebrant), to the west by the high peaks, to the east by the Wold and to the south by the open plains of Calenardhon. It is the last great remnant of the immense forest that once covered much of Eriador and Calenardhon and is uniquely tended by the Ents, who act as tree-herds and guardians of this 'giant garden'. The module also treats the surrounding borderlands along the Entwash and Limlight as part of the same regional system.","This object treats 'Fangorn Forest and Borders' as a single region with an Ent-managed ancient forest core, flanked by limestone hills and Misty Mountain foothills, and bordered by the Wold and Calenardhon plains. The climate and flora sections emphasize Fangorn’s uniqueness as a 'giant garden' with high tree diversity, sectionalized groves and minimal undergrowth, while the fauna and people sections highlight Ents, Huorns and mixed border populations. For your Middle-earth-over-Europe map, Fangorn should be mapped as a dense, humid, cool-temperate old-growth forest with strong microclimatic buffering, adjacent to continental grasslands and mountain foothills, and serving as a key ecological and cultural node between Rohan and the southern Misty Mountains.[file:154]",No exports.,33175.4706413774,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
75,Forithilien,province,10,"Forithilien, or North Ithilien, is the northern part of Gondor’s eastern Anduin province between the Great River and the Ephel Dúath, stretching from the Dead Marshes and Nindalf southward to the valley of the Ithilduin (later Morgulduin). It is the section of Ithilien most clearly shown in The Lord of the Rings, where Frodo, Sam and Gollum travel towards Cirith Ungol and where Faramir’s rangers maintain secret refuges like Henneth Annûn. In Gondor’s strength it is famed as a fair, fertile land of climbing woods, swift streams and rich gardens; by the late Third Age it is largely depopulated and serves as a hidden war-ground between Gondor’s rangers and the forces moving out of Mordor.","For your map and biome system, treat Forithilien as Tolkien’s primary Ithilien zone: a north-central, warm-temperate Anduin–Ephel Dúath belt with exceptional plant richness, many small streams and ravines, and a human geography dominated in the late Third Age by rangers and war traffic rather than settled towns.[web:221][web:224][web:225][web:226][web:228]",,25209.47484913,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
57,Fornost,province,6,"Fornost Erain, the 'Norbury of the Kings', was once the grand, fortified northern capital of the kingdom of Arthedain, located at the northern end of the North Downs. Now a silent, massive ruin known as Deadmen's Dike, it is haunted by ghosts, wraiths, and the memories of the fallen Dúnedain. The ruins are characterized by crumbling stone ramparts, collapsed halls, and overgrown ditches.","Fornost remains a place of dread, avoided by locals due to rumors of active dark spirits.",None (relics and ancient treasures of Arnor).,54791.6124183644,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
73,Forochel,province,36,"The Cape and Bay of Forochel are a rough, cold and storm-wracked peninsula and bay thrusting into Belegaer and the Encircling Sea, the last remnant of lands once lying beyond the Iron Mountains, scarred by Morgoth’s malice but rich in marine life, whaling, furs and treacherous ice. Geology consists of barren shelf of granite worn smooth by the passage of great ice sheets, with little accessible mineral wealth.","Use this region for coastal, maritime and whaling routes, iceberg travel and interactions with Lossoth sea-hunters, Snow-elves and southern whalers; inland tundra and the broader herd-migration ecology are handled under Talath Uichel.[file:39] Bleak, barren arctic wastes where only the Lossoth live in snow-houses, hunting seals and whales. No trees grow in Forochel; only stubbly grasses and scrawny shrubs exist to feed the herds of Losrandir.",,69796.3868836434,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
66,Forovirian,province,22,"Mount Gundabad is the northernmost and one of the highest peaks of the Misty Mountains, a triple‑spired volcanic giant honeycombed into a vast Orc‑city and forge complex, capital of the Orcs of the Mountains and a key client realm of Angmar.","This object focuses on the Gundabad region at T.A. 1640, when it stands as an unconquered Orc capital and key armory for Angmar; later events like the War of the Dwarves and Orcs and the Battle of Five Armies can be modeled as time‑variant overlays.",,75802.564902689,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
2,Gramuz,province,17,"Gramuz is a rugged northern wilderland region of Dor Rhunen, situated north of Dorwinion and south of the Iron Hills. It is characterized by undulating lowlands, rolling hills, and scattered mixed woodlands. It is a harsh frontier territory populated by semi-nomadic Easterling clans and hardy Northmen who struggle for survival against the bitter cold winds blowing from the northeast Sea of Rhûn.",Gramuz forms a vital buffer zone between the Elven woodlands of Taur Romen and the Dwarven mines of Eorstan.,"Grain, horses, mercenaries.",50900.3184211465,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
78,Hairavercien,province,10,"Southern Gondor comprises the fertile river valleys, coastal plains, highland vales and mountain flanks between the White Mountains (Ered Nimrais) and the Bay of Belfalas, encompassing the provinces of Lebennin, Belfalas/Dor-en-Ernil, Lamedon, Anfalas and the Pinnath Gelin—the heartland of Númenórean civilization in Middle-earth.","Southern Gondor's natural environment has been extensively reshaped by Númenórean colonization; the biomes encoded here reflect the Third Age T.A. 1640 state, not a pristine natural landscape; the most 'wild' zones are the Cape of Andrast, Ethir Anduin delta, upper mountain vales and Tolfalas. Harondor (the arid plateau south of the Poros) is treated as a separate region.[file:73]",,32536.2389850029,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
18,Harithilien,province,10,"Harithilien is South Ithilien, a distinct, fertile, and beautiful region bordering Harondor and Mordor. It is characterized by volcanic soils enriched by the Ephel Dúath, featuring ancient ruined estates of Gondor, hidden ranger outposts, and lush vegetation.",Harithilien is highly contested and frequently raided by Haradrim and Orcs marching north.,"Herbs, olives, wild game.",45219.0450011394,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
12,Harondor,province,10,"Harondor is the arid, contested plateau between the Poros river and the Vale of Harnen, bounded by the Ephel Dûath to the east and the Belfalas coast to the west; a perpetually disputed borderland between Gondor and the Haruze/Umbarean powers, drier and hotter than the Gondorian heartland. Geology consists of igneous bedrock, with basalt common near the coast and granite further inland. valuable coastal salt panning is a major industry.","Harondor is treated as a separate region from the Gondorian heartland due to its clearly distinct biome (steppe-desert vs. temperate coastal), political instability and frontier character; it is the transitional zone to Near Harad and should be linked with that region for route and climate continuity.[file:73] Best described in three zones: a fertile coastal strip receiving sufficient rain to support cedar, oak, juniper, and palm with domestic crops (olives, dates, grapes, pomegranates); vegetated dune-fields, badlands, and hilly shrublands inland; and an arid desert interior of active dunes and salt flats.",,123555.699908239,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
24,Iron Hills,province,9,"The Grey Mountains (Ered Mithrin) form a long, cold northern range between Mirkwood and the Forodwaith, with abrupt cliffs above the Wilderland, gentler northern slopes fading into tundra and the Talath Oiohelka, and the dragon-haunted basin of the Withered Heath between the eastern forks of the range.","This object treats the Grey Mountains, Narrows, Northern Waste fringe and Withered Heath as a single climatic and ecological unit centered on the Ered Mithrin and its dragon-haunted basin; specific Dwarven holds (Silverplunge, Thunderclift, Norr-dum, Silverpit), Beorning manors, Ice-orc Kala Dulakurth and named dragon lairs such as Steel Fall or Anvilmount can be modeled as separate site objects where finer resolution is needed.[file:38]","Market, finished goods, beer.",84082.5013946471,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
30,Lairiardhon,province,26,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",12525.5600089629,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
19,Lamedon,province,10,"Southern Gondor comprises the fertile river valleys, coastal plains, highland vales and mountain flanks between the White Mountains (Ered Nimrais) and the Bay of Belfalas, encompassing the provinces of Lebennin, Belfalas/Dor-en-Ernil, Lamedon, Anfalas and the Pinnath Gelin—the heartland of Númenórean civilization in Middle-earth.","Southern Gondor's natural environment has been extensively reshaped by Númenórean colonization; the biomes encoded here reflect the Third Age T.A. 1640 state, not a pristine natural landscape; the most 'wild' zones are the Cape of Andrast, Ethir Anduin delta, upper mountain vales and Tolfalas. Harondor (the arid plateau south of the Poros) is treated as a separate region.[file:73]",,70399.7309185829,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
11,Lebennin,province,10,"Lebennin, the Place of Five Waters, is the rich, river-laced heartland of Gondor between the White Mountains and the Anduin, a fertile province of rolling fields, busy ports and Sea-lords whose fleets fight Corsairs and smugglers across the Bay of Belfalas.","This Lebennin object treats the province as the central Gondorian coastal heartland described in Sea-Lords of Gondor, suitable as a single climatic and cultural region node: sub-areas like Pelargir’s urban districts, Balimur Swamps or individual mountain valleys can be broken out later as separate region or site objects if you want finer resolution.[file:30]",,100228.972988624,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
31,Lildardhon,province,26,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",9738.10565974693,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
81,Lone-lands,province,35,"Rhudaur is the eastern successor state of Arnor, a rugged, sparsely settled land between the Ettenmoors, the Trollshaws and the Angle. It stretches from the Ettenmoors and Ettendales in the north down through the Pinefells and Trollshaws to the rolling lowlands between the rivers Mitheithel and Bruinen, forming a harsh frontier of jagged hills, evergreen forests, boggy vales and predator-haunted woodlands.","This object isolates Rhudaur as a region within Arnor: The Land, focusing on geographic subzones (Ettenmoors, Ettendales, Pinefells/Coldfells, Trollshaws, Coed Drug, Angle) and mapping the general Flora & Fauna of Eriador onto these specific landscapes. The key Rhudaur-specific ecological elements are the Pinefells evergreens, the Coed Drug ancient 'Evilwood', the losrandir herds and the concentration of Hill and Forest Trolls. Climate and hydrology are dominated by snow-fed highlands (Ettenmoors/Ettendales) and the swift Mitheithel, with constant winds limiting agriculture to narrow riverine bands.[file:132]","Hides, copper, mercenaries.",29621.9673960908,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
84,Lorien,province,7,"Lórien, the Golden Wood, is a secluded Elven forest-realm east of the Misty Mountains, ruled by Galadriel and Celeborn and defined by its golden mallorn trees, timeless beauty, and potent yet subtle Ring-lore.",This object treats Lórien as the Golden Wood region as a whole. Tightly defined sites like Caras Galadhon can be modeled as separate site objects if you want finer granularity.,"Textiles, rope, herbs, healing.",18780.7003050506,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
51,Mänoriand,province,24,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",26700.5248810456,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
16,Minhiriath,province,34,"Cardolan, the Land of Red Hills, is the southern successor-kingdom of Arnor between the Baranduin and the Gwathló–Mitheithel, a windswept land of treeless plains, red downs, marshy river basins and the barrow‑haunted hills whose shattered Dúnedain realm never fully recovered from war, civil strife and plague.","This Cardolan object treats the realm at its mid‑Third Age extent around T.A. 1640 as a single climatic and cultural region node, combining Minhiriath and Mintyrnath into one macro‑region for your model; more detailed political units like Saralainn, Tharbad, individual principalities or the Warlord’s domain can be spun out later as separate objects if finer resolution is needed.[file:31]","Wool, textiles, trade, mercenaries.",84032.6693429657,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
60,Mintyrnath,province,34,"Cardolan, the Land of Red Hills, is the southern successor-kingdom of Arnor between the Baranduin and the Gwathló–Mitheithel, a windswept land of treeless plains, red downs, marshy river basins and the barrow‑haunted hills whose shattered Dúnedain realm never fully recovered from war, civil strife and plague.","This Cardolan object treats the realm at its mid‑Third Age extent around T.A. 1640 as a single climatic and cultural region node, combining Minhiriath and Mintyrnath into one macro‑region for your model; more detailed political units like Saralainn, Tharbad, individual principalities or the Warlord’s domain can be spun out later as separate objects if finer resolution is needed.[file:31]","Wool, textiles, trade, mercenaries.",61436.1378268793,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
3,Mirkwood Wilds,province,27,"Southern Mirkwood and Southern Rhovanion form a wild, embattled region stretching from the Old Forest Road down to the Dagorlad and the Emyn Muil, dominated by the dark forest around Dol Guldur, the horse-plains of Talath Harroch, and the Anduin vales and Brown Lands that lie between Mirkwood and Gondor. Geology consists of primarily sedimentary strata of limestone and shale, with significant granite projections such as the cinder cone of amon lanc and the mountains of mirkwood.","This object treats Southern Mirkwood and Southern Rhovanion as a single strategic and ecological unit in T.A. 1640: the haunted southern forest around Dol Guldur, the Talath Harroch horse-plains, the Anduin vales and Brown Lands, and the human and inhuman powers contesting them; individual sites such as Woodmen-town, Rhosgobel, Thorontir and Dol Guldur’s detailed layouts can be represented as separate site objects if needed. The largest forest in western Endor, dominated by oaks, maples, elms, and conifers. It has fallen under a stagnant, heavy shadow since the Necromancer established Dol Guldur, making southern reaches twisted, dark, and home to giant spiders.","Lumber, hides, nuts, carved wooden boxes.",123262.580814629,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
74,Mordor,province,2,"Mordor, the Black Land, is the volcanic plateau realm of the Dark Lord Sauron, walled in on three sides by the formidable mountain chains of Ephel Dúath and Ered Lithui. The plateau is arid, rugged, and heavily Orc-infested, serving as a fortress-kingdom of evil. Bedrock consists of black volcanic basalt giving the region its characteristic black, scorched appearance.","Mordor remains an impenetrable natural fortress, viewed with terror by all Free Peoples.",No exports.,161147.421492783,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
71,Moria,province,20,"Moria, or Khazad-dûm, is the ancient and legendary underground Dwarf-city of the House of Durin, carved deep beneath the Misty Mountains. Now a vast, dark abyss occupied by Orcs, Cave-Trolls, and the shadow of the Balrog.","Moria is a place of absolute darkness, feared by Elves and Men alike.","Precious metals, gems, finished products, Mithril.",17437.6580434731,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
38,Nan Anduin,province,33,"Nan Anduin is the long, wide, and highly fertile alluvial valley through which the Great River Anduin flows between the Misty Mountains and Mirkwood. It contains some of the richest soil in Middle-earth, supporting scattered communities of Beornings, Woodmen, and Northman pioneers.","The Anduin is the life-blood of Rhovanion, serving as a natural trade corridor and barrier.","Grain, hides, cattle, honey, amber, tin.",60114.7870147164,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
68,North Misty Mountains,province,8,"The High Pass (Cirith Forn en Andrath, S. 'High-climbing Pass of the North') cuts through the central Misty Mountains connecting Rivendell and Eriador in the west to the upper Anduin Vales and Rhovanion in the east. It encompasses the Orcish stronghold of Goblin-gate, the eyrie of the Great Eagles, the Northman market-town of Maethelburg, the western foothills of Rhudaur, and the broad river plain of the Anduin. Geology consists of limestone and granite with massive igneous basalt intrusions. western foothills consist of red sandstone, while eastern valleys contain oily black shale; rich in copper, iron, silver, gold, and mithril.","This module is centered on T.A. 1640 (primary time period), with additional adventures set in T.A. 2940 (time of The Hobbit, when Gollum is already in the caves and Thorin's company passes through) and F.A. 1. The fauna and flora data reflect the T.A. 1640 baseline. Goblin-gate's internal geography is partially procedurally generated (Random Features Table in the module) and not fully fixed on maps—only key route passages are mapped. The region connects westward to Rivendell/Eriador and eastward to northern Mirkwood via Maethelburg and the Old Ford, making it a critical chokepoint on the Misty Mountains.[file:88] The longest and highest mountain chain in the west, serving as a formidable glacial barrier between Eriador and Rhovanion. Heavy snows and glaciers cover peaks above 11,500 feet year-round. It is riddled with Orc-holds, Dwarven caverns, and the under-deeps.","Grain, hides, cattle, honey, amber, tin.",31199.2159071267,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
48,Numeriador,province,24,"Numeriador is the cold, rugged, and wind-swept northern plateau of Eriador, lying north of the Hills of Evendim. It is a sparsely populated, rolling wilderness of grasses and stunted shrubs, once part of the kingdom of Arnor.","Numeriador acts as a vast, lawless buffer zone between Arnor and the frozen north.","Hides, wool, copper.",64386.6143223664,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
76,Nurn,province,28,"Nurn is the more fertile, semi-arid southern province of Mordor surrounding the highly saline Lake Nurnen. Enriched by volcanic soils and watered by mountain streams, Nurn serves as the slave-worked breadbasket feeding the massive armies of Sauron.","Lake Nurnen is a bitter, saline, and chemical-heavy inland sea with no natural outlet.",,207713.200820282,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
58,Old Forest,province,4,"The Old Forest is an ancient, sentient, and deeply shadowed woodland bordering the eastern Shire. Known for its hostile, moving trees and gnarled roots, it is ruled by the mysterious Old Man Willow and protected by Tom Bombadil.","The Old Forest is incredibly dangerous; pathways shift, and the trees actively conspire against travelers.","Wild fruits, honey.",4994.38651695736,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
5,Parth Celebrant,province,37,"Parth Celebrant, the Field of Celebrant, is a wide, rolling grassy plain nestled between the Great River Anduin and the Limlight. It is famous as the historical battleground where Eorl the Young led the Éothéod to save the armies of Gondor, leading to the gift of Rohan.","Parth Celebrant remains a highly revered historic site, commemorating the ancient alliance between Rohan and Gondor.","Horses, beef, leather.",28592.5154664929,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
55,Rammas Formen,province,6,"The Rammas Forod (Sindarin 'Great Wall of the North'; Adûnaic Ramênytunêny, actually 'South-wall') is a low chain of hills dividing the down-lands of northern Arthedain from the watershed of the Wash Tundra. To the west it widens into the Talath Muil, while to the east its hills thin out and merge into the Everlasting Plain. Born as debris from the collapse of the Iron Mountains in the War of Wrath, the ridge has shed rock and soil into the valleys on either side, allowing modest forests to grow along its flanks. Clear air and narrow defiles offer room for small farms and gardens, and for a time the Rammas served as a religious retreat for the Faithful of Arnor.","In your climate and biome model, Rammas Forod should be treated as a cold, semi-arid plateau and ridge system under strong rain shadow, with a very short green season, long dry periods and snowy, windy winters. It is also a key military and cultural frontier between Arthedain and Angmar and a corridor where garrisons, religious communities and Lumënyihmënyt hunters overlap, all in the Third Age before the War of the Ring.",,26112.0495896464,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
17,Rast Vorn,province,15,"Cardolan, the Land of Red Hills, is the southern successor-kingdom of Arnor between the Baranduin and the Gwathló–Mitheithel, a windswept land of treeless plains, red downs, marshy river basins and the barrow‑haunted hills whose shattered Dúnedain realm never fully recovered from war, civil strife and plague.","This Cardolan object treats the realm at its mid‑Third Age extent around T.A. 1640 as a single climatic and cultural region node, combining Minhiriath and Mintyrnath into one macro‑region for your model; more detailed political units like Saralainn, Tharbad, individual principalities or the Warlord’s domain can be spun out later as separate objects if finer resolution is needed.[file:31]","Wool, textiles, trade, mercenaries.",20868.6535826982,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
80,Rivendell,province,31,"The Vale of Imladris (Rivendell) is a deeply cloven, hidden valley at the western feet of the Misty Mountains in eastern Rhudaur, carved by the Bruinen (Loudwater). It forms a small but varied enclave of high hills, steep forested slopes and a sheltered inner valley dominated by Elrond’s house. Surrounded by the harsher lands of Rhudaur (Highlands, Trollshaws and Lowlands), Rivendell is an ‘island of refuge’ where Elves and Dúnedain hold back the darkness of Trolls, Hillmen, Wolves and Orcs in the wider region.[file:244]","Use this region object for any mapping or biome work around the Vale: Rivendell itself should be treated as a small, magically sheltered forested valley pocket embedded inside the harsher upland and woodland mosaics of eastern Rhudaur (Highlands, Trollshaws, Lowlands) described in the module.[file:244]",,4255.41204331743,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
62,Rohan,province,32,"Rohan is a beautiful territory and one of the jewels of the Gondorian crown, a wide land of rolling pastures and coombes dominated by the towering peaks of the White Mountains, home of the semi‑nomadic Horse‑lords who became the Rohirrim after T.A. 2510.","This region object focuses on Rohan in the Rohirric Age (T.A. 2510 onward), but the same land supports earlier Othod settlements; sub‑sites like Edoras, Helm’s Deep, and Dunharrow can be handled as separate site objects tied to this region.",,139123.22893202,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
26,Ronalindon,province,26,"Ronalindon is a serene coastal subregion of Harlindon situated along the shores of the Gulf of Lhûn and Belegaer. Famed for its peaceful forest glades, quiet river estuaries, and coastal mudflats, it represents a pristine maritime-woodland environment where Elves live in harmony with both the forest and the sea. Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","Ronalindon is a deeply spiritual and peaceful retreat for sea-yearning Elves before they depart from the Grey Havens. Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",17544.0186422754,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
36,Ronen-in-Anduin,province,33,Ronen-in-Anduin is the eastern floodplains and low rolling hills bordering the Great River Anduin as it passes through the territory of Rhovanion. It represents a transition zone between the river valleys and the wide eastern steppes.,Ronen-in-Anduin is highly vulnerable to raids from Easterlings crossing the River Running.,"Beef, hides, horses, grains.",23681.4855249986,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
53,Sandariand,province,24,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",21864.0619240093,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
15,South Arthedain,province,6,"Arthedain is the northern Dúnedain kingdom in Eriador, cradled between the Blue Mountains and the Misty Mountains and bounded by the rivers Lhûn and Baranduin, a cool, sparsely populated realm of rocky hills, downs, marshes, and the Shire, ruled from Fornost as the last Númenórean realm in the North in T.A. 1640.","This Arthedain object is meant to capture the realm as described around T.A. 1640 in Rangers of the North, with climate and landforms usable as a base layer for pathfinding, biome assignment and climate modeling; more focused regions like Angmar, Cardolan and Rhudaur are handled in their own supplements.[file:25]","Wool, grain, silver, copper, books.",87034.9003178647,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
59,South Downs,province,34,"Arthedain is the northern Dúnedain kingdom in Eriador, cradled between the Blue Mountains and the Misty Mountains and bounded by the rivers Lhûn and Baranduin, a cool, sparsely populated realm of rocky hills, downs, marshes, and the Shire, ruled from Fornost as the last Númenórean realm in the North in T.A. 1640.","This Arthedain object is meant to capture the realm as described around T.A. 1640 in Rangers of the North, with climate and landforms usable as a base layer for pathfinding, biome assignment and climate modeling; more focused regions like Angmar, Cardolan and Rhudaur are handled in their own supplements.[file:25]","Wool, grain, silver, copper, books.",33890.8376334702,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
