id,external_id,name,location_type,population,race,description,region,image_url,geom_wkt
563,8f5a68e82d9b9a94bfb81074f2fb2e3a,Caras celairnen,city,1500,Dúnedain,"Situated on a rocky area of ​​dry land across the marshy junction of the River Uialduin and the River Lhun, this ancient site had been continuously inhabited since the early years of the Second Age.",,,POINT(-3.759837 52.927546)
565,92d9b509c5a7e1e5217182f663f52897,Fanuilond,city,750,,"The port city of Fanuilond in southern Gondor was often the last stop for coastal traders heading south. Near the countless islands and sandbars of the Mouths of Anduin, Fanuilond was a damp, mosquito-infested place that nevertheless remained popular with sailors and captains for the quality of the fruit and wine produced in the region immediately north of the city. Some of the best wines were served at the Tipsy Triton, a cheerful, dirty little inn near the docks.",,,POINT(13.114289 40.660615)
567,9359778ea1b205b6557d2baf08c3ab0a,Tirith Nindir,castle,60,Gondor,"Tir Nindor was an ancient Gondorian fortress, built to protect and guard the Dagorlad.",,,POINT(17.905348 45.591355)
568,93b9a677e74f4de70c374ef9b4d1f3d5,Lond Angren,city,2300,Gondor,"Lond Angren (S. ""Iron Port"") had been a small Númenórean outpost of the Second Age and later a city and lordship to control western Enedwaith near the Ethir Angren.",,,POINT(0.26102 45.144004)
569,9419384092d93b36f57a999d75f061bd,Dunlostir,city,880,Rohirrim,"Dunlostir era un centro de comercio regional de cereales. Dos veces al año, las ferias de cosechas convirtieron a la comunidad normalmente adormecida en un centro vibrante y cosmopolita.",,,POINT(8.671436 46.206903)
564,9254774f94d07810d84b2ef9222dec09,Nadior,ruins,,,"Ruined city. Nadior was a municipality of Ethir Gwathló in Cardolan. It was situated in a small bay on the coast of Minhiriath, approximately seventy miles west of the mouths of Gwathló. The city had a fairly large population of 4,900 in TA 250. However, its population declined after the mid-Third Age and the settlement was finally abandoned by TA 1640.",,,POINT(-2.601318 46.65052)
571,97426ecfc7ddec460434e0391aa40aee,Onodrith,city,1100,Gondor,"Onodrith, en tiempos posteriores conocido como Entrift o Stowburg, era una estación para la mayor parte del tráfico fluvial a las provincias norteñas y occidentales de Gondor. También contenía gran parte del grano que el Rey de Gondor o Rohan mantenía en reserva, en grandes almacenes a lo largo del río. El ferry aquí manejaba mucho tráfico, pero los altos peajes hicieron que muchos viajeros buscaran el Iach Onodlo a unas 20 millas río arriba.",,,POINT(11.433006 45.72867)
573,98297a9393f615d3791c0ba38ac4bd4f,Osgar,manor,40,,,,,POINT(2.03246 42.157703)
574,9d8352b354ce40ca566050ea40fbc8c1,Dale,city,1200,Norteños,"Esta ciudad de los nórdicos urbanos esta situada en el resguardado
valle que hay por debajo de Erebor. Valle es famosa
por sus habilidosos artesanos, y muchas de sus mercancias
bajan por el Celduin hasta llegar a mercados en Rhiln
y en Gondor. La ciudad descansa a la sombra de Erebor, una sombria y solitaria montaña que muchos creen esta maldita.
Valle todavia sirve como base para quienes desean explorar
las Montañas Grises o espiar en el camino que conecta
Angmar con las tierras orientales.",,,POINT(21.273306 53.880945)
577,9fa4fdeaf24042021af167466a61eb0e,Lond Galen,city,5000,Gondor,,,,POINT(4.722165 41.290999)
578,a309e72a5df0d83e90644ac100da32ae,Esgaroth,city,910,Norteños,"Esgaroth esta construida sobre unas grandes plataformas
colocadas sobre el Annen (Lago Largo), y esta conectada con la tierra mediante un solo puente. Los hombres de Ciudad del Lago eligen a un Señor cada dos años, pero el verdadero amo de Esgaroth es el comercio. La mayoría de las rutas comerciales de la región pasan por Esgaroth, y los nórdicos que viven en la ciudad son sorprendentemente cosmopolitas.",,,POINT(21.777269 53.02214)
579,a5bb5615f0cc150c33a7ad66fcfbbc3f,Porosir,manor,34,Gondor,,,,POINT(15.440753 40.605991)
581,a89aa4a2e390d2650f651118a49c1f0c,Tumnogoth iaur,dwarven mine,112,Dwarves,"Los enanos de Tumnogath eran pobres y se mantenían en secreto. Muchos de sus hijos habían emigrado a las lejanas Iron Hills, y la comunidad se estancó en unas pocas generaciones. La población enana consistía en buscadores de tesoros y tinkers viajeros.",,,POINT(-6.372691 49.954729)
583,a96509f98e363e3b03873960397c0cf8,Druabad,village,206,,,,,POINT(5.446174 42.937788)
584,a999feb997c5cbac53d53ceb760be098,Osgiliath,city,3000,Gondor,"Osgiliath era la antigua capital de Gondor. La ciudad se extiende a ambos lados del río Anduin en un punto aproximadamente a medio camino entre las ciudades de Minas Anor al suroeste y Minas Ithil al noreste, y al norte de la cercana Emyn Arnen. En el Gran Salón de la ciudad, los tronos de los hijos de Elendil estaban colocados uno al lado del otro. En sus días de gloria, la ciudad presentaba muelles para manejar embarcaciones marítimas que subían del mar, un gran puente de piedra que sostenía casas y torres de piedra, y la Cúpula de las Estrellas, que albergaba la piedra de Osgiliath, la más grande de las piedras. los siete Palantíri",,,POINT(17.969459 43.351871)
585,b07dfd88fff335d40f4a6ff02e121d97,Tuckborough,town,320,,"El pueblo estaba ubicado en el país de las colinas verdes de Westfarthing de la comarca. Tuckburrow, aislada en un valle del País de las Colinas Verdes, se convirtió en un pequeño pero exitoso centro de carpintería y cerámica. Whitwell, situado en la Vía Roja en medio de tierras más fértiles, prosperó como un centro de mercado. Dolwich, en un espolón sur de las colinas, estaba situado para vender madera y granito a cualquiera en el sur o oeste de Farthings y también floreció.",,,POINT(-1.324173 51.341565)
586,b173ca30c3da9f732cc0d30c3dba9b2b,Dol Caranthan,town,320,,,,,POINT(17.402856 44.594583)
587,b2d97d738b6c8e1360c928f1f3978a23,Nothva Rhaglaw,city,840,Dunlendings,"La única ciudad permanente montañesa al oeste de Mitheithel, Nothva Rhaglaw (Du. ""Refugio del Regente"") era un centro comercial y una fuente de justicia local. Sin embargo, los movimientos de los montañeses seminómadas causaron que la población de la ciudad variara ampliamente con las estaciones.  Fue una parada importante para los pocos comerciantes que trasladaban mercancías de Cardolan a Angmar.",,,POINT(5.969026 52.908717)
588,b45533711c7989e35801d15ea96e34b8,Cameth Brin,fortress,540,Dunlendings,Cameth Brin sirvió como el asiento del hombre de las montañas King Broggha. La ciudadela incluía una torre y un sistema de túneles construidos por los Dúnedain de Arnor al costado de la Colina Torcida y era una fortaleza casi inexpugnable. Fue uno de los pocos asentamientos permanentes de los montañeros semi-migratorios y sirvió como base para los ataques contra Arthedain y Cardolan.,,,POINT(7.46718 52.537733)
589,b5e41a73df163d7a3bc0212280694b87,Faemar,town,850,,"Faemar era un pueblo situado a medio camino entre los extremos del largo y estrecho Taur Galen, en un vado que cruzaba el río, el valle aguas abajo de Faemar era empinado y la agricultura rocosa era imposible. En cambio, los aldeanos recolectaban una cosecha anual de caza silvestre, bayas, hierbas, nueces y madera seca para carbón.",,,POINT(-2.750008 54.559393)
591,b74257edfb64f85fb7085dc04ae70782,Dol Amroth,city,10200,Gondor,"Dol Amroth era un promontorio rocoso en la costa occidental de Belfalas que lleva el nombre del señor Sinda Amroth, hijo de Amdír, quien fundó Tirith Aear en sus acantilados a mediados de la Segunda Edad. Más tarde, después de que Belfalas fue entregado como feudo a Edhelion de Dor-en-Ernil y sus descendientes, el nombre se extendió para referirse a todo el asentamiento Númenóreano del promontorio, tanto Ost-en-Ernil como Lond Ernil, el refugio. pueblo que creció a su alrededor. Cuando se hizo referencia solo a la ciudad y no al castillo. En su lugar, se utilizó ""Lond Ernil"".  La ciudad custodiaba uno de los puertos más seguros de Gondor, con la flota más grande del reino fuera de Pelargir. Debido a su excelente artesanía, los barcos construidos en Dol Amroth fueron más que un rival para cualquiera de las embarcaciones de Umbar. Lond Ernil también era un centro comercial ocupado y se jactaba de algunos de los mejores artesanos de la Tierra Media. Como era de esperar, Dol Amroth funcionó como un centro comercial dominante, el más activo en Gondor al oeste de Pelargir. Muchos de los productos del norte que llegan por mar pasaron por Dol Amroth, y fue el mejor lugar para encontrar un pasaje a Tharbad.",,,POINT(9.045753 41.368408)
592,b8e5b03dddef89acb43eb6b4c7704af1,Little Delving,town,120,Hobbits,"Ubicada en White Downs, Little Delving tiene una mayor preponderancia de Smials, la vivienda tradicional Hobbit, que algunos asentamientos de tierras bajas donde los túneles no son prácticos.",,,POINT(-2.512654 51.660837)
593,ba1d1a32cd234ff8a9fa85f54f447d3c,Lond-in-Telerrim,town,546,Noldor,,,,POINT(-6.863374 50.840027)
595,bcd8fc2e535e21125dcf84c78e30cfe8,Stock,town,210,Hobbits,"La gente de Stock tradicionalmente mantenía buenas relaciones con el bosque que los rodeaba. Recogieron árboles con cuidado, recogieron sus ramas para la ropa de cama, sus manzanas para secarlas y sus bellotas y nueces para moler y hornear. Los árboles crecían en hileras, probablemente porque había habido, en los viejos tiempos, un caballero Arthadan en residencia aquí. La mayoría de las arboledas habían sido plantadas de acuerdo con su plan como sotobosques y huertos. El suelo fértil del valle del río Baranduin producía algunos de los mejores hongos de la Comarca.",,,POINT(-0.149413 51.43143)
597,c02aee9a0462b65512c662491f3b69f8,Mirolos,city,300,Noldor,"Mirolos (S. ""Sueño joya""; también conocido como ""Londalos"") fue un asentamiento de los seguidores de los hijos de Feanor, en el Hub Conath y el más grande de la región. Fue fundada por Maglor en la primera década de la Segunda Edad, antes de su desaparición. Fue abandonado durante el largo invierno, cuando un dragón del norte de los desechos entró en el área. El asentamiento había sido cortado por la nieve para llegar a la ayuda por algún tiempo, y la ciudad fue incendiada. Erien Forhiriel era la dama del asentamiento. Los habitantes de Mirolos se contaban por centenares en la Tercera Edad, al igual que Urunobel, su contraparte.",,,POINT(-9.56661 55.290304)
598,c0c86553afc2adf9fb424a578f332bea,Tir Lawen,city,800,Noldor,,,,POINT(-11.063029 52.948017)
599,c0da45757ceef624d48f9d947ae16305,Annon Baran,town,300,,"Es una ""ciudad abierta"" peculiar y peligrosa donde Orcos, Beffraen, Rivermen, Dunadan e incluso corsarios de la lejana Umbar se mezclan. Ambarburh representaba el límite del mundo para los Hobbits que miraban al suroeste desde la Comarca, y solo los más aventureros. vinieron aquí. ",,,POINT(-4.147863 48.98546)
603,c4fc66c91d78dea4ab769322dae7aeda,Hobbiton,town,504,Hobbits,"Hobbiton era un pueblo prominente de hobbits en la Comarca. Estaba ubicado en Westfarthing, al norte de Great East Road.",,,POINT(-1.265933 51.58473)
604,c56b60ec340561754e3980f516df9cf7,Pinnornost,fortress,540,,,,,POINT(4.501772 43.140756)
605,c63a0fa990a9481746f987be890a420a,Vinyathrad,city,800,,,,,POINT(-10.131963 53.290973)
607,c7058608fefce8f43ee84942255feb8b,Glanhir,city,1300,,"Glanhir (S. ""Entre los arroyos"") era una ciudad de Lamedon, situada en la confluencia de los ríos Morthond y Ringló, a treinta millas de Edhellond y el mar. Debido a su ubicación, Glanhir funcionó como la principal puerta de entrada económica al este de Anfalas, el valle de Blackroot y el valle de Lamedon.",,,POINT(9.614062 42.073163)
590,b721357fafe99eb73f5c980838e5ddf1,Ambon Noirinyaron,ruins,,,Ruined mansion,,,POINT(-2.111696 53.302321)
601,c2f3aca4298632ac748eaa0343c9c2b9,Anhamar,point of interest,,,,,,POINT(-8.95062 50.767262)
612,d051379b25c86cfac253bd6b01cea140,Serelond,city,1300,Gondor,,,,POINT(4.794315 41.460161)
613,d23f71bd5455ab5a52471ba0e0682dbf,Dol gwaer,fortress,400,,,,,POINT(4.947357 42.98755)
616,d7b271fbd725a19c00232d158a1e71c4,Lond Thalos,town,700,,"Lond Thalos (S. ""Puerto de Thalos""), como el hospital de Car Sidh al oeste en Amon Ereb, era una comunidad de médicos y herbolarios, además de ser un camino para la madera destinada a los astilleros de los Puertos.",,,POINT(-7.539279 51.414853)
617,d91f5d2806938b5d5e0342181bfff661,Scary,town,130,Hobbits,"Ubicado en el accidentado país de Eastfarthing, Scary y sus minas cercanas proporcionaron la mayor parte de los minerales de estaño y cobre utilizados en la Comarca, así como gran parte del granito utilizado en la construcción, se produjeron en pequeñas cantidades aquí y se transportaron a Bree. o Fornost. El pueblo fue nombrado, literalmente, por las cicatrices hechas por la minería y la extracción.",,,POINT(-0.386569 51.76395)
618,db7308c49e9f0be82050b9f695ba8651,Hornburg,fortress,1600,Rohirrim,"Hornburg era un nombre rohirrico; la mayoría de los gondorianos se referían a la ciudadela como ""Ostiras"", los Eorlingas originalmente la conocían como ""Súthburg"". La fortaleza consistía en una torre robusta sobre un gran espolón de roca, con un grueso muro que se extendía desde la torre hasta cruzar la boca del valle. .",,,POINT(7.587706 45.859374)
619,e11fba538e02b2f688cb4b67ef534ff3,Hwalord,town,520,Gondor,,,,POINT(-0.466877 44.654769)
621,e32e3dba06c560584d99f5162a2c4258,Shedun,castle,940,Sauron,"Las amplias llanuras que hay por debajo de Shedun se
utilizan como campo de entrenamiento y punto de reunion
para las hordas de orcos del Rey Brujo. Las escaramuzas entre los orcos y la guamicion de hombres de! castillo son bastante frecuentes, aunque el Rey Brujo utiliza su ferrea disciplina para mantener el orden.",,,POINT(6.787443 54.830155)
623,e489b8b32e368a5305d8aa2099c2b4a3,Bar Olchaldor,town,348,,,,,POINT(15.996778 41.930038)
624,e5c97706503934aef315312d333b8692,Tharagdonrost,city,800,Gondor,,,,POINT(-0.338978 40.06648)
877,,town,town,,,,,,POINT(-0.212581431541162 51.23679752011409)
878,,town,town,,,,,,POINT(-0.201530827107401 51.15005956562732)
882,,town,town,,,,,,POINT(-1.514257594710213 51.334302166134286)
886,,Overhill,town,,,,,,POINT(-1.278787595579377 51.66757438362121)
620,e2bf97d453fbf8464e97036d01bec4d4,Elostirion,tower,52,Dúnedain,"Elostirion es la más alta y occidental de las tres torres blancas en el Emyn Beraid. Un Palantir está allí, vigilando constantemente las Tierras eternas.",,,POINT(-5.219364 51.638056)
626,e835ee53e05d2cfc5578bedc86581b87,Eruimar,village,98,,"Colocado al pie del Ramluin (S. ""Muro Azul""), Eruimar (S. ""Hogar Solitario"") se sentó debajo del punto más oriental en el que las estribaciones se convirtieron en los riscos rocosos de las Montañas Azules. Aunque Eruimar fue nombrado como tal por su ubicación remota, encontrar el pueblo de montaña no fue especialmente difícil. La mera distancia creaba su aislamiento en lugar de un bosque espeso, un barranco profundo o incluso encantamientos élficos. Muchos viajeros perdidos habían encontrado su camino de regreso al avistar a Eruimar. La aldea en sí no poseía más de treinta y cinco hogares, cada uno de ellos una cómoda granja rodeada de dependencias de huertos. Al igual que Culwic, Eruimar fue fundada como un puesto comercial para tramperos y montañeros. Hasta los días de mediados de la Tercera Edad, el pueblo conservaba ese papel, se podía escuchar cualquier historia salvaje cuando estos individuos aventureros venían de visita. Aunque fue fundada por los Dúnedain, la mayoría de las 150 personas de Eruimar eran de Riverman o Northman. Esto, por supuesto, creó algunas dificultades con los recaudadores de impuestos de Arthedain. La ciudad fue sostenida por un puñado de granjeros y pastores locales que vinieron a Lonely Home para hacer negocios. Una pequeña corriente llamada ""Laughing Brook"" goteaba en medio de la comunidad. El riachuelo fue uno de los muchos afluentes que alimentaron a los Lhûn.",,,POINT(-5.002044 53.408169)
628,eaf84f527feadbff51bfee980db3f493,Derwath,city,3200,Gondor,"Derwath (Eo. ""Hardscadu""), la ciudad más grande de Westmarch, existía mucho antes de que se construyera Tilmendir. Originalmente era un pueblo Daen Coentis en su lugar mucho antes de que el Dúnedain zarpara de Númenor para asentarse en las costas. Desde entonces, los Dúnedain se habían mudado lentamente y habían reubicado el área en el vacío dejado por el menguante Daen. Derwath fue el principal centro comercial y agrícola de la región. Tenía varios molinos y un mercado muy activo. La plaga había causado que la ciudad perdiera a varios artesanos clave, algunos de ellos habían sido reemplazados, pero a veces aún sentía los efectos de las vacantes. Derwath era una comunidad pacífica de gente trabajadora que rara vez experimentaba problemas. En general, la sección más pobre de la ciudad era la parte norte y la ciudad se hizo progresivamente más agradable a medida que uno viajaba hacia el sur por la ciudad. Esto se debió principalmente a que la población de trabajadores migrantes vivía en un barrio marginal en el lado norte de la ciudad. La ciudad estaba salpicada de parques y patios atendidos por el jardinero de la ciudad. El gran patio en el centro de la ciudad era el principal punto de reunión de la ciudad y también servía como el gran mercado abierto para agricultores y artesanos de las cercanías. El embalse al este de la ciudad estaba alimentado por manantiales. La escorrentía escapó para fluir hacia el Adornar.",,,POINT(6.088231 45.273966)
629,ec4f1479d90b8b2a23c1a63546f45010,Ostiras,town,400,,,,,POINT(1.248646 45.852942)
630,ed0fd50f861c8ccd1f7b1374b6c56a6f,Annon Wain,city,2500,,"Annon Wain, en el valle superior de Lefnui, era un centro local. Al norte había una gran cantidad de minas, la mayoría de cuyo mineral fue enviado de Annon Wain río abajo a Annúlond. También había algunas industrias madereras cercanas a Annon Wain, que suministraban los abetos altos que crecían en Ered Nimrais a los gondorianos. marina. El pueblo tenía pocos lugares notables. Algunos comerciantes locales tenían casas más grandes de lo normal; de lo contrario, en su mayoría tenía viviendas pequeñas y sencillas. También había unos grandes almacenes cerca del muelle. La población rondaba los 2.500.",,,POINT(2.668339 42.90054)
634,f535f1f9c5a9cc4092a0e881020a584b,Dunmardo,town,111,,,,,POINT(16.458038 44.238871)
888,,town,town,,,,,,POINT(-0.512120491248156 51.3231202577711)
892,,Combe,town,,,,,,POINT(1.40430264139591 51.5959391023737)
893,,ruins,ruins,,,,,,POINT(1.358170285176331 51.09140864638483)
894,,ruins,ruins,,,,,,POINT(1.315079903477513 50.733689290698386)
889,,Longbottom,town,,,,,,POINT(-1.35611683385028 50.776765587848494)
895,,Nobottle,town,,,,,,POINT(-2.077856391045377 51.71224362521898)
896,,Long Cleeve,town,,,,,,POINT(-2.326247277612521 52.2294150659081)
635,f653065afba6a3d653b812c1d745ebdb,Min-Rimmon,tower,75,Gondor,,,,POINT(14.972117 44.364623)
632,f0d0e1a0ee8699729e955990523bc22c,Cerin Balgrist,ruins,,,Ruined city,,,POINT(-0.685963 54.322353)
637,fb3ba2c5b31fd725ba4a69888a9480a0,Annodrun,ruins,,Gondor,Ruined city,,,POINT(1.785819 40.782363)
631,efc7cfee6d7f026f9b104f1dc82c5aa9,Thoronbar,ruins,,,Ruined village,,,POINT(-2.408808 53.576487)
633,f2e70b1b048daf0397847538939dace3,Cum Arelaid,ruins,,Gondor,Ruins. Conjunto de tumbas antiguas,,,POINT(4.688348 44.257728)
638,fd53c3e33a8c151837e9703ed90efc50,Melburg,city,1200,Norteños,"Debido a su estrategico emplazamiento, Maethelburgo
controla virtualmente todo el comercio que se desarrolla en
el Valle del Anduin superior. Ademas de su papel mercantil,
Maethelburgo produce tarnbien una gran cantidad del estaño que utilizan Gondor y Rhovanion, gracias a las numerosas minas. situadas en la zona inferior de !as Hithaeglir.
Pocos viajeros que se dirijan hacia el oeste por el Gran
Camino del Este se olvidaran de comprar provisiones en la
ciudad antes de cruzar las Montañas Nubladas, y la mayor
parte de gente que se dirige hacia el este se detiene aquí para recuperarse del dificil paso a traves de las montañas.
La ciudad esta construida sobre una colina artificial y esta
rodeada por una maciza empalizada de madera que sirve
como argumento defensivo. Aunque un noble nórdico con- .
trola la ciudad y las tierras que la rodean, Gondor mantiene
una pequefia guarnición en Maethelburgo para tener vigilado el centro comercial que considera es la principal via de entrada al norte de Rhovanion. La proximidad de
Maethelburgo con Angmar y las fortalezas orcas de
Gundabad y las Montañas Nubladas tambien provoca la presencia en la ciudad de un numero inusualmente alto de espias, y por eso la mayoría de la gente aprende rapidamente a hablar en voz baja dentro de la muralla. Maethelburgo es uno de los pocos lugares en que los nórdicos hablan libremente con dunedain, montañeses, dunlendinos, enanos e incluso algunos elfos ocasionales, aunque este ambiente cosmopolita ha ido provocando una suspicacia cada vez mayor en todos los intercambios o negocios.",,,POINT(14.879038 52.906108)
639,fe3eeab238fd22a00d7618e979b0b310,Iach Sarn,town,220,,"Alrededor de la base de la colina se aglomeraron las cabañas de un pequeño pueblo, y en la distancia aparecieron pequeñas granjas y arboledas de maderas duras entre los troncos de piedra caliza cubierta de hierba. En la orilla sur del río, justo aguas abajo de la carretera principal, las ruinas de una aldea más grande, sus edificios y muros de tierra y piedra crudas, medio abandonadas y desmoronadas, descansan sobre un montículo artificial. Los escalones conducían por un terraplén de escombros antiguos hasta los muelles ribereños bordeados de transbordadores sin pintar y pesqueros.",,,POINT(-0.586982 50.009316)
640,ff2232851941e9cd4928cae2dc656891,Bar en Dagorath,fortress,80,,,,,POINT(2.105156 55.136498)
641,"",Carn Dum,city,5000,Sauron,,,,POINT(5.713727520310158 56.040605368313436)
642,5324545435545,Estomar,city,324,Noldor,,,,POINT(-9.641471810978715 56.4614552500048)
898,,town,town,,,,,,POINT(1.369152987636412 52.957857622794236)
899,,town,town,,,,,,POINT(1.404851532016717 52.72494897202548)
900,,town,town,,,,,,POINT(1.349193122322411 52.255960176185184)
901,,ruins,ruins,,,,,,POINT(5.048683001237521 51.559819248497654)
902,,ruins,ruins,,,,,,POINT(6.643338425130473 51.63788293276029)
903,,town,town,,,,,,POINT(7.506295563454326 53.24595472167379)
904,,ruins,ruins,,,,,,POINT(10.787766882323357 52.84679801592142)
905,,town,town,,,,,,POINT(6.028935284576269 55.620009748829524)
906,,town,town,,,,,,POINT(6.646131166678444 54.68454577015133)
908,,town,town,,,,,,POINT(-4.642183553926161 51.60355254875421)
875,,Bankling,town,,,,,,POINT(-0.281059651949529 51.57042208785768)
876,,Rushy,town,,,,,,POINT(-0.3063138415665 51.24559960169455)
879,,Flynettle,town,,,,,,POINT(-0.327403633822201 51.14133364945998)
880,,Willowbottom,town,,,,,,POINT(-0.603914243396946 51.06923781163512)
881,,Pincup,town,,,,,,POINT(-1.116981814409183 51.22908454863549)
883,,Tookbank,town,,,,,,POINT(-1.633772169279555 51.336819792142244)
884,,Wood Junction,town,,,,,,POINT(-1.548635046923086 51.465401238033515)
885,,Bywater,town,,,,,,POINT(-1.13209469050118 51.5659580479751)
887,,Waterbury,town,,,,,,POINT(-0.268820877556365 51.62395214709121)
890,,Brocken Borings,town,,,,,,POINT(-0.60625755364758 51.81376537263118)
891,,Dwaling Bank,town,,,,,,POINT(-0.165902829267255 51.915630700513084)
897,,Greenfields,town,,,,,,POINT(-1.461565795128782 52.41560967590633)
907,,Tying Field,town,,,,,,POINT(-2.751444142252875 51.932871796216546)
909,,Grimsly Dale,town,,,,,,POINT(-1.802421935625882 51.74103996842529)
910,,Rendwalk and The Briary,town,,,,,,POINT(-2.152652789927937 50.89560176854078)
911,,Rond Morvin,manor,,,,,,POINT(-3.127986781343948 52.49349526437371)
912,,Ron Hyarr,manor,,,,,,POINT(-2.612400525867402 52.55343009105157)
913,,Telwaen,town,,,,,,POINT(-2.39537737237395 47.492400213632045)
914,,Town,town,,,,,,POINT(2.324096862485927 49.28939841701387)
915,,Town,town,,,,,,POINT(3.505297853911119 48.67361014645488)
916,,camp,camp,,,,,,POINT(3.889309068791732 55.066626992078554)
917,,camp,camp,,,,,,POINT(3.250560054699432 55.315362532985816)
918,,ruins,ruins,,,,,,POINT(4.057661522118384 55.30127142846688)
919,,camp,camp,,,,,,POINT(2.150079679645064 55.45880602341437)
920,,camp,camp,,,,,,POINT(1.045885647532019 55.49949402634118)
921,,camp,camp,,,,,,POINT(-0.007555071445785 55.35760581470521)
922,,tower,tower,,,,,,POINT(-1.47011700972108 54.17072869316659)
923,,tower,tower,,,,,,POINT(-1.960319741466333 54.45524626139686)
924,,tower,tower,,,,,,POINT(-0.910592679547205 54.384661674173415)
925,,manor,manor,,,,,,POINT(-3.027996145835728 54.23734035805953)
926,,manor,manor,,,,,,POINT(-2.357062103901569 54.380336219560036)
927,,manor,manor,,,,,,POINT(-1.091323989736111 54.25180694670706)
928,,manor,manor,,,,,,POINT(-0.653112456812324 54.22865796974938)
929,,manor,manor,,,,,,POINT(-2.116293337930732 53.869645519050046)
930,,manor,manor,,,,,,POINT(-2.012310940287799 53.59577591554835)
931,,manor,manor,,,,,,POINT(-1.990028997935742 53.40433269559471)
932,,manor,manor,,,,,,POINT(0.378046319813423 54.62042696646072)
933,,manor,manor,,,,,,POINT(0.514213745298216 54.91180081036859)
934,,manor,manor,,,,,,POINT(-2.829934436039666 53.29645067997271)
935,,manor,manor,,,,,,POINT(-2.032736054110517 52.853218651896334)
936,,manor,manor,,,,,,POINT(-2.124339594891196 53.19422888013508)
937,,manor,manor,,,,,,POINT(-3.21429794161265 53.07986681731324)
938,,manor,manor,,,,,,POINT(-0.204378895555621 53.72634279039903)
939,,manor,manor,,,,,,POINT(0.263541893837575 53.78196728292313)
940,,manor,manor,,,,,,POINT(-0.021171813994264 53.52077430611689)
941,,manor,manor,,,,,,POINT(-0.130105754382098 54.056079665729136)
942,,manor,manor,,,,,,POINT(0.028343613454752 54.180872179205494)
943,,manor,manor,,,,,,POINT(0.60024680049088 53.53401954683183)
944,,cavern,cavern,,,,,,POINT(-1.129862011886888 54.461699960817796)
945,,manor,manor,,,,,,POINT(-9.778746847887763 50.71664965907998)
946,,manor,manor,,,,,,POINT(-10.18837277054865 50.36215083990908)
947,,manor,manor,,,,,,POINT(-10.680795422258013 50.752504470191425)
948,,manor,manor,,,,,,POINT(-10.44112068027558 50.92587377404722)
949,,manor,manor,,,,,,POINT(-8.310194337922669 51.005462289207145)
950,,manor,manor,,,,,,POINT(-10.724372648073002 51.002720127355516)
951,,Lildamar,town,,,,,,POINT(-10.139348391506788 49.42880451498685)
952,,town,town,,,,,,POINT(-9.299397363922894 49.45926302421696)
953,,town,town,,,,,,POINT(-3.035171153018341 47.25729219880642)
954,,town,town,,,,,,POINT(-1.518683694656744 46.85650782519681)
955,,town,town,,,,,,POINT(-0.385675823467044 48.070219660060765)
956,,town,town,,,,,,POINT(-2.542748501308971 48.877670933209046)
957,,town,town,,,,,,POINT(-2.272569701256043 49.48651796209594)
958,,town,town,,,,,,POINT(1.698405001134777 48.70254310541345)
959,,town,town,,,,,,POINT(1.855283014068735 48.225771330158274)
960,,town,town,,,,,,POINT(1.436941646244846 47.9638250125099)
961,,town,town,,,,,,POINT(-0.549090420273252 44.93627356025649)
962,,town,town,,,,,,POINT(1.241933560722772 48.61114857042575)
963,,town,town,,,,,,POINT(0.082779354044081 48.29032459528381)
964,,town,town,,,,,,POINT(-2.72032569650505 48.48710591824464)
965,,manor,manor,,,,,,POINT(-7.332055541051707 49.765156129584796)
966,,manor,manor,,,,,,POINT(-7.176333230867754 49.427246516371504)
967,,manor,manor,,,,,,POINT(-7.189874301318533 49.62208646772963)
968,,manor,manor,,,,,,POINT(-6.566985060582721 49.68345360877144)
969,,manor,manor,,,,,,POINT(-6.420290130699287 49.433117691244256)
970,,manor,manor,,,,,,POINT(-7.808249851904086 49.60307619397752)
971,,manor,manor,,,,,,POINT(-6.95290556842991 49.88454396722463)
972,,manor,manor,,,,,,POINT(-6.445115426525713 49.803042711380705)
973,,manor,manor,,,,,,POINT(-6.445115426525713 49.803042711380705)
974,,manor,manor,,,,,,POINT(-6.307447876942798 49.51230978759738)
975,,manor,manor,,,,,,POINT(-6.801332894078707 49.70084105801921)
976,,town,town,,,,,,POINT(-7.532914752738256 49.01636703990321)
977,,town,town,,,,,,POINT(-6.972918220725228 48.760747581562775)
978,,town,town,,,,,,POINT(7.139960081413626 42.8889300426459)
979,,town,town,,,,,,POINT(8.176895341117282 42.31115493851449)
980,,town,town,,,,,,POINT(7.36257363959774 41.67941226638539)
981,,town,town,,,,,,POINT(8.598183234329197 41.62295655254813)
982,,Rendul,town,,,,,,POINT(8.57815180508654 43.5070406552782)
983,,town,town,,,,,,POINT(9.116860465244953 44.13098920852048)
984,,town,town,,,,,,POINT(9.613039494338228 44.808792945141505)
985,,town,town,,,,,,POINT(11.247743584545619 40.811760972482716)
986,,Rul,town,,,,,,POINT(22.71094111482394 42.04051328181626)
987,,Estomar,town,,,,,,POINT(-12.043793815810359 54.45190209721756)
500,4106d605bd81fc06a53f32b824e5e37a,Methrast,tower,87,Gondor,Gondor,,,POINT(10.279651 39.454845)
507,476fb6b7cd1817b7359c8b8c58e1a266,Calenhad,tower,54,Gondor,,,,POINT(14.264176 44.278558)
