id,entity_id,entity_type,interaction_form,shadow_band,character_id,cultural_family,region_id,npc_attitude,concrete_content,tension,traveller_stance,topic
77a71537-4faf-4904-afb2-fa9ff25fd13e,121d27ca-c324-4051-afa6-32d488c8f4ae,elves,observed_activity,low,aranath,,,"Three figures at a camp — clearly Elves, occupied with something that looks like both study and ritual.",He has read reports from Noldorin scholars who travel the old roads documenting Second Age wards. He did not expect to actually encounter them. They are doing work that intersects with his from a completely different angle.,They are occupied. Interrupting would gain him nothing. But knowing they are on this road means something.,Watches from respectful distance. Does not interrupt. Continues with the information filed.,news_and_rumor
c027c10f-aa48-4b29-b5d6-d471715c1946,28db3cbe-1eb3-43fb-b8ac-f91478ebf69a,elves,observed_activity,low,aranath,,,"An Elf on the road, moving west. Moving with the weight of someone who has decided something final.",He pauses when he sees Aranath — a Dúnedain on this road is unusual. He studies him for a moment with a look that is not quite sympathy and not quite warning. He sees in Aranath the child of a people carrying what the Elves are leaving behind.,The look acknowledges this without being able to do anything about it.,Meets the look. Moves aside to let him pass.,the_sea
3a9700af-3ec3-416b-9f67-7d84a4d52f7e,28db3cbe-1eb3-43fb-b8ac-f91478ebf69a,elves,observed_activity,low,celebrian,,,"An Elf she does not know, moving west. The particular lightness of someone going home.",He sees her and stops. She is clearly not going west. The divergence is its own statement. He does not ask her to come — he knows she has been asked. He says only: it is still there.,The it does not need to be named.,Does not respond immediately. Then: I know.,the_fading
7619b755-3ade-43d4-aa96-95884dba3da7,28db3cbe-1eb3-43fb-b8ac-f91478ebf69a,elves,brief_exchange,high,celebrian,,,He was waiting on the road. He knew she would be here today. He does not explain how.,He has a sealed letter from someone at the Havens — someone she has not heard from in years. He will not say the message aloud. He hands her the letter and the seal is one she recognizes.,She has not received a letter from the Havens in a very long time.,Takes the letter. Does not open it while he watches.,old_grief
0a28f0a9-32d2-4b06-998e-abeb17ce2480,16a77606-bcf7-4062-af0f-e25b048ae8c2,humans,glimpsed_far,low,aranath,,,A farm family on the far side of a field. The child waves. The mother shades her eyes.,"The farm is maintained — animals present, fire going. This road has been his circuit for six years. The child who waved is the grandchild of the child who waved the first time he came through.",He has not mentioned this to anyone.,Waves back. Continues.,harvest_and_weather
48f3c0a4-d735-47be-a517-71f37ebcca05,16a77606-bcf7-4062-af0f-e25b048ae8c2,humans,glimpsed_far,low,celebrian,,,"A farmer and a child on a far hill, working together. The child is trying to carry something too heavy.",The child will carry heavier things soon. The farmer will grow old. The child will carry those things alone eventually.,She has watched this sequence more times than there are names for it. The scene is ordinary and inexorable at once.,Watches them until they disappear over the hill. Then continues.,harvest_and_weather
e62e93b2-f164-4929-a9f4-1b78d6448ced,1d974e03-f452-4ab8-81bb-0a02507e3aad,humans,brief_exchange,mid,aranath,,,A man mending a fence at the road's edge. Looks up. Speaks without preamble.,"Strangers on the south road at night for a week — not camping, moving. No lights. He has not gone to look at the tracks because he has children.",He is telling Aranath because Aranath looks like someone who deals with strangers-on-roads-at-night. He is right.,Asks which direction they moved. Thanks him. Adjusts the patrol.,news_and_rumor
416281e3-751e-4b4f-8d74-40953ce64bb2,1d974e03-f452-4ab8-81bb-0a02507e3aad,humans,brief_exchange,mid,celebrian,,,"A woman at a well, drawing water. Looks at the traveller. Then speaks.",Her husband went north three weeks ago with a trading party. The party came back without him. They said he stayed on voluntarily. She does not believe this.,She is telling a stranger because she has told everyone she knows and no one will help. She is not asking for anything. She is saying it out loud one more time.,Listens to the whole thing. Does not offer hope. Offers: I will remember his name.,a_request_for_help
2225d686-9494-4c47-8de8-b316743d1de9,b7c21b0d-c385-48ef-9dd8-9387d6803796,humans,glimpsed_far,low,aranath,dunadan_north,16.0,"A merchant caravan moving north on the road. Three wagons, faster than the road warrants.","Tharbad-registered pennant — guild cloth. Moving fast means they have the same road intelligence he does, or something spooked them out of Tharbad in a hurry.",Merchants moving fast on a bad road are a weather-vane.,Notes the direction. Continues.,news_and_rumor
d41ee943-6a45-4939-be8b-55a15fccf483,b7c21b0d-c385-48ef-9dd8-9387d6803796,humans,brief_exchange,mid,aranath,dunlending,72.0,"A Tharbad factor at a wayhouse, drinking alone. Looks up when Aranath enters.","Stranded four days — the Gwathlo crossing closed without notice. Gondorian authority he thinks, though no Gondorian livery. He is losing money every day. He knows who closed the crossing, or believes he does, and will tell anyone who buys him a drink.",The name costs him nothing to give and he wants to give it.,Buys the drink. Gets the name.,news_and_rumor
1f4c359b-6828-489e-acf6-1132336d8fc0,b7c21b0d-c385-48ef-9dd8-9387d6803796,humans,glimpsed_far,low,celebrian,dunadan_north,16.0,"A merchant party on the far road, moving north. The city that made them is visible in how they carry themselves.",Tharbad was magnificent once. What it produces now are people who move with the posture of a place that remembers being great but has been spending that memory for centuries.,She watched the city when it was great.,Continues. Does not stop to watch.,news_and_rumor
7606a4fc-5828-4450-9e47-9392b6981ec3,d50e3b55-0211-473d-948f-4fc2c725f9f1,humans,observed_activity,low,aranath,dunadan_north,16.0,"He saw them before they saw him. Three men in old ruins, too comfortable for vagrants.",A chokepoint at a bridge ahead — the only crossing for two miles. He has already identified the approach angles and the alternative.,This is a tactical problem with a tactical solution. He does not need to fight them.,Takes the ford upstream. Adds an hour. They never know he was there.,suspicion_of_strangers
ce13aa7e-be88-449f-956d-fa1b3e7e1258,d50e3b55-0211-473d-948f-4fc2c725f9f1,humans,observed_activity,mid,aranath,dunadan_north,16.0,Four men. He can see two swords and a bolt-case — crossbow somewhere he cannot yet locate.,"They have not positioned well — visible from the ridge, obvious approach. The crossbow is the problem. The others he can manage. The crossbow requires a different decision.",He is running the geometry of the encounter before it happens.,Identifies where the crossbow must be given the bolt-case position. Plans accordingly.,suspicion_of_strangers
ec8174f4-9cb7-4653-a7ac-cca8ed08ca18,d50e3b55-0211-473d-948f-4fc2c725f9f1,humans,observed_activity,low,celebrian,dunadan_north,16.0,A camp in old ruins. Four men. She was watching them before they noticed the road.,"They have been here at least a week — the refuse pile is old. They are waiting for something specific, not opportunistically raiding. Something on this road is worth waiting for.",They are a symptom. She does not know yet of what.,Notes the duration. Walks past on the far side of the ruin wall. They do not see her.,news_and_rumor
f93b3404-659a-4565-8955-6d547ce1f028,d50e3b55-0211-473d-948f-4fc2c725f9f1,humans,observed_activity,high,celebrian,dunadan_north,16.0,She has seen men with this expression — boredom plus readiness — outside the walls of kingdoms she watched fall.,"They have a captive. Someone sitting against the far wall, bound at the wrists. A traveller, by the gear still visible.","She has seen this before, in better centuries and worse. The question of whether to intervene has different weight depending on who is asking it.",Counts the men. Notes the captive's condition. Makes a decision.,suspicion_of_strangers
e45c8fbb-9295-4236-a9c1-7a8eef830072,d7ddc76f-97f4-4814-80a1-bcc66bcbf207,orcs,sign_only,low,,,,"Fresh tracks crossing the road — heavy boots, irregular spacing, moving east. Made last night.","Seven or eight of them. They crossed here after dark heading toward the old ruins on the ridge. They did not camp — they kept moving, which means they have a destination.","They passed through. They are ahead now, not behind. The road is clear but the ridge is not.",Reads the tracks. Adjusts the route to keep the ridge on the left.,news_and_rumor
f8be543f-3be3-4a96-8d4d-559bf2731cc1,d7ddc76f-97f4-4814-80a1-bcc66bcbf207,orcs,confronts,low,,,,Five of them blocking the road. The one in front is doing the talking. The others are watching the flanks.,They want to know what the traveller is carrying. They are not asking to decide whether to rob them — they have already decided. They are asking to decide how much violence the robbery requires.,The question buys thirty seconds. The answer determines whether those seconds cost anything.,Does not answer the question. Reads the spacing. Decides which one to move toward.,threat_and_jeer
5f490b2f-b23c-4374-ab8c-0777651a7092,d7ddc76f-97f4-4814-80a1-bcc66bcbf207,orcs,confronts,mid,,,,"Three of them at a chokepoint — a defile between rocks, unavoidable. They saw the traveller before the traveller saw them.","The captain — bigger, scarred across one eye — has a specific instruction: no killing on the road, bring back anyone found alive. This is unusual. Someone above him wants information, not corpses.",The restraint is not mercy. It is orders. The orders may be more dangerous than simple violence.,Hears the difference between kill-on-sight and bring-back. Adjusts accordingly.,interrogation
37546ba9-13a9-4520-8a04-dd10144474dd,d7ddc76f-97f4-4814-80a1-bcc66bcbf207,orcs,confronts,high,,,,"A full patrol — eight, plus a warg on a chain held by the largest. They have been tracking for a while.",The warg has a scent. It is pulling toward the traveller. The captain is watching the warg and watching the traveller and making the same calculation simultaneously.,The warg knows. The captain knows the warg knows. The moment the captain decides to trust the warg is the moment the conversation ends.,Has approximately ten seconds before the captain decides.,threat_and_jeer
9d8e8cf1-a1c9-48bc-9587-236bb2a68e2e,eec8aa66-8041-4537-9387-a4f6aa02230d,orcs,sign_only,low,,,,A smear of dark grease on a rock at the trail's edge — orc scout-mark. They passed here within six hours.,"The mark faces back the way the traveller came, not forward. They are behind the traveller on this road, moving in the same direction.","They are scouts, not raiders. They are following to report, not to engage. Not yet.",Does not change pace. Changes route at the next junction.,suspicion_of_strangers
ac9fb43b-0dcc-4bbf-8e3c-383c29a8bb6c,eec8aa66-8041-4537-9387-a4f6aa02230d,orcs,observed_activity,mid,,,,Two of them in the rocks above the road. One is watching the traveller. The other is looking back the way the traveller came.,They have not moved since the traveller came into view. They are deciding whether to signal or stay quiet. The one watching the road behind keeps checking — they are waiting for something larger to follow the traveller.,They are a forward element. What they are waiting for is behind the traveller on this road.,Does not look up. Does not slow. Finds cover before the junction.,suspicion_of_strangers
89ca1012-c9d9-42f9-8a7b-2116cea276f5,eec8aa66-8041-4537-9387-a4f6aa02230d,orcs,observed_activity,high,aranath,,,"One of them in a hollow, motionless. Visible only because of a mistake in wind direction.","Alone scout, likely separated from a larger group. Watching a specific point on the road ahead — a junction, or an approach to something he is meant to mark.","He has not seen Aranath. If he reports back, the road ahead is compromised. If he does not report back, the group he serves knows within hours.",Has three options. Runs the cost of each. Chooses the one that costs the road least.,suspicion_of_strangers
cf222662-7ba1-4a68-b9ae-463a46849af4,eec8aa66-8041-4537-9387-a4f6aa02230d,orcs,observed_activity,high,celebrian,,,"One of them in a hollow, motionless. She saw him before he settled — the way he moved to cover was practiced but not perfect.","She has seen orc scouts for longer than this particular breed has existed. This one is young by the signs — the crouch is right but he keeps shifting weight. He is watching the road junction ahead, not her approach.","If she passes, he will see her and report. The question is whether she is willing to be reported.",Walks the road at the exact pace that makes her uninteresting. Does not look at the hollow.,suspicion_of_strangers
e6f479ef-d37f-4066-9b0e-6cdc75b7ac8b,f38aad29-da9e-449d-9bbd-e38f92cea941,orcs,confronts,mid,,,,"Three of them, moving fast on a scent. They run into the traveller coming the other way on the road.",They are on the trail of someone specific — not the traveller. For ten seconds they are unsure whether to abandon the trail and deal with the obstacle or push past. The captain is deciding.,"The scent they are following went through here recently. If the traveller knows where it leads, they are suddenly useful alive.",Lets them decide. Does not volunteer information about the trail.,interrogation
150d5840-7aa2-4b6c-8b23-edaad825a3af,f38aad29-da9e-449d-9bbd-e38f92cea941,orcs,sign_only,low,,,,"The tracks on the road are layered — someone passed here running, and then, later, something followed them.","The first tracks are a day old. The second set are hours old and moving fast. The second set are orc-boots, wide-spaced. Pursuit gait.",Someone on this road is being hunted. They are ahead of the trackers. Both of them are ahead of the traveller.,Reads the timing. Continues on the road knowing what is ahead of them.,news_and_rumor
e496974b-c05c-4da6-a7f9-441322c5e94a,ba0f7acd-7d65-4b3b-8425-bf2363bc04b2,orcs,observed_activity,mid,,,,"A column on the road below — forty, fifty, moving south with supplies. Torches though it is still light. They are not hiding.",They have a specific destination and they know the road is theirs right now. The banner they carry is one that has not been seen on this road in decades.,A warband this size moving openly means someone has decided the road belongs to the Enemy again. That decision was made recently.,Does not go down to the road. Watches until the column passes. Then waits another hour.,suspicion_of_strangers
5b6db599-4a0c-485f-9b62-4d0b787e4462,ba0f7acd-7d65-4b3b-8425-bf2363bc04b2,orcs,observed_activity,high,aranath,,,A warband crossing a ridge ahead — visible for sixty seconds before they drop into the valley. Forty at least.,"Their direction takes them across the Ranger patrol circuit at a point he knows. If they reach the circuit before he does, three villages lose their warning system.",He cannot stop them. He can get ahead of them.,Counts them. Identifies the banner. Moves.,suspicion_of_strangers
b899abfd-2281-4d74-a054-b9db11186092,ba0f7acd-7d65-4b3b-8425-bf2363bc04b2,orcs,observed_activity,high,celebrian,,,A warband crossing a ridge ahead. She has seen larger. She has seen what they leave.,"The banner. She knows that banner. She has seen it before, in a different Age, on a different ridge. It should not exist anymore — the line that carried it was broken in the Second Age.",Something reconstituted that banner. Something that remembers the Second Age well enough to reconstruct its symbols.,Files the banner. Continues. This is not a coincidence.,what_stirs_in_the_dark
0caadfa1-2a73-473e-a941-c1208663a445,3a6bae34-7ee5-4654-8f73-4eda362ac011,orcs,observed_activity,low,,,,"A supply caravan on the road below — slow, heavily loaded, ill-tempered guards. Some of the figures at the center are not orcs.","The non-orc figures move differently from the guards — shorter steps, heads down. They are captives being moved, not cargo. Three of them.","The guards are watching the road, not the captives. The captives are watching the ground.",Does not go down to the road.,news_and_rumor
46c30465-b1fa-4bc3-b616-20629634b24c,3a6bae34-7ee5-4654-8f73-4eda362ac011,orcs,observed_activity,high,aranath,,,"A caravan from above — slow, supply-laden, three captives at the center under light guard.","The guards are four, plus a drover at the front who is not paying attention to anything but the pace. The captives are bound at the wrist but their legs are free.","He has run the calculation three times and the numbers are the same each time. Four guards, three captives, open road. The question is not whether he can do it — it is whether he can do it without the captives dying in the confusion.",Finds the angle. Finds the timing. Decides.,a_request_for_help
7706ef7e-3b50-4f94-997f-8054fc86ec9e,3a6bae34-7ee5-4654-8f73-4eda362ac011,orcs,observed_activity,high,celebrian,,,A caravan below. Three captives. She has seen this before more times than she can count.,The captives are alive and moving under their own power. Alive and moving means there is still time. She has never once convinced herself that was enough reason not to act.,She is not going to walk past.,Goes down to the road.,a_request_for_help
cab0d8c3-a28d-4bc7-840a-2a7bc33a9d1e,b0fa4b6c-76c4-44f2-b55c-3427f607c433,orcs,observed_activity,mid,,,,"A column of driven captives — mixed, twenty of them — moving under orc-whip along a side-track below the road.","One of the captives at the edge of the column catches sight of the traveller above. Does not call out. Holds the gaze for three seconds, then looks back at the ground.",The captive saw them. The guards did not. The captive made a choice not to endanger the traveller. That choice cost something.,Holds the gaze for the three seconds. Then continues.,news_and_rumor
4abe850d-9814-481e-a492-d4f64722b6e4,b0fa4b6c-76c4-44f2-b55c-3427f607c433,orcs,brief_exchange,high,,,,"The column has stopped — a broken wheel on the supply cart, guards occupied. One captive at the edge, close enough to the treeline to speak quietly.","He was a farmer from a settlement three days north. They were taken eleven days ago. He does not know where they are going. He asks for nothing except that someone knows they are here, that someone saw them.",He is not asking to be saved right now. He is asking to be witnessed.,Says: I see you. I will remember this road.,a_request_for_help
8488e34c-ca87-4f43-a79d-24ab2e67bb04,b64c6dea-1ac4-44ea-ad56-af303a424eff,orcs,brief_exchange,low,,,,"A traveller on the road — unremarkable, moving south, nods in passing.",Something is slightly wrong about the face. The proportions are almost right. The nod was timed correctly but not reflexively.,They are passing as human. They are nearly doing it successfully.,Notes what is wrong about the face. Does not indicate it. Continues.,suspicion_of_strangers
57e3ae33-8a45-4bd7-912d-0a0135087d4e,b64c6dea-1ac4-44ea-ad56-af303a424eff,orcs,brief_exchange,mid,,,,"A trader at a wayhouse — dark-complected, broad, asking questions about the road north in a way that sounds casual but is building a picture.","The questions are too specific to be traveller-curiosity. He wants to know where the patrols are, not where the road conditions are. He is gathering operational intelligence dressed as conversation.",He does not know yet that the person he is asking knows what he is.,Answers the questions with plausible misdirection. Files the encounter.,suspicion_of_strangers
c7b907df-0a3e-45cb-a2d6-d7b9e5ae667f,b64c6dea-1ac4-44ea-ad56-af303a424eff,orcs,brief_exchange,mid,aranath,,,"A mercenary at the same wayhouse fire. Has been there when he arrived, will still be there when he leaves.","The jaw is wrong. The hands are wrong — the knuckles sit differently, the reach is too long for the body. He has been watching everyone who enters and noting who they speak to.",Aranath has seen half-orcs before. This one does not yet know he has been identified.,Takes the seat across the fire. Speaks first. Watches what the mercenary does with the initiative.,suspicion_of_strangers
480e82d5-8f19-4f07-afea-41d88a5d1556,b64c6dea-1ac4-44ea-ad56-af303a424eff,orcs,brief_exchange,high,celebrian,,,"A figure on the road ahead, waiting. Standing in the middle, not to the side. He has been waiting for her specifically.","He has a message. He delivers it without ceremony: she is known on this road, she has been seen, and there are those who would prefer she did not continue south.",The message was crafted by someone intelligent. The messenger was chosen because he could deliver it without being dismissed as an animal.,Asks who sends it. The answer is not one she expected.,threat_and_jeer
77af4681-1530-45df-89eb-7e3cb1aafeaf,bdb8190e-09bf-451c-836b-72ee6fcb1710,orcs,confronts,mid,,,,"Three of them on the road in full daylight, not bothering to hide. That alone is the warning.","The captain speaks in rough Westron. He wants the traveller to stop, turn around, and not use this road again. He says this once, clearly, without threat in his voice. The threat is in what he is.",The message is orderly. The instruction is reasonable enough to follow. That is what makes it worse than a simple ambush.,Stops. Asks on whose authority.,threat_and_jeer
d054bf83-34b2-40d0-bf45-22bb4f1ab0df,bdb8190e-09bf-451c-836b-72ee6fcb1710,orcs,confronts,high,,,,Five of them at a bridge. They have been there for a day at least — the camp-sign is established. They are not raiders. They are a garrison.,The bridge is the only crossing for miles. They are not here by accident and they are not here temporarily. Someone placed them here to control this crossing.,This is not a patrol. This is occupation. The difference matters for what comes next.,Does not approach the bridge. Looks for the ford.,suspicion_of_strangers
cd04a982-a85a-4ec5-afac-9a0454e8ed2d,bdb8190e-09bf-451c-836b-72ee6fcb1710,orcs,confronts,high,aranath,,,Five of them at the bridge. The captain looks at him with the specific attention of someone who has been given a description to look for.,"The description partially matches. The captain knows this. He is going to confirm before acting, because he is disciplined enough to not kill the wrong person.",The confirmation question will come. The answer determines whether this ends as a conversation or something else.,Answers the first question before it is asked. Watches the captain decide whether the answer fits.,interrogation
0e6eb25d-4e0b-4640-88d5-8061d417a2f3,180e506d-071e-46a2-8a3f-7b655d80c966,orcs,sign_only,low,,,,"Warg-prints crossing the road at speed — four sets, all heading east. The prints are deep and fresh.","They were moving at a run. Four wargs running east on this road within the last two hours means a patrol, a pursuit, or a message being carried fast.","Whatever they were doing, they are east of here now and moving.",Notes the direction. Continues west.,news_and_rumor
8df83305-fa14-4d5c-9cf5-436db0275425,180e506d-071e-46a2-8a3f-7b655d80c966,orcs,observed_activity,high,,,,"A sound before the sight — hooves but wrong, too heavy, wrong cadence. Then three of them cresting a rise ahead at speed.",They have not seen the traveller yet. They will in approximately eight seconds. They are moving too fast to stop cleanly.,Eight seconds is enough if used correctly.,Uses them correctly.,threat_and_jeer
d1c1c9f7-dad8-4638-b27f-19aec8f1bc76,6495f2bc-bca4-45a0-b299-7dd9a5055526,orcs,observed_activity,high,,,,"A chamber off the main passage — three of them around a flat stone. Ritual, not preparation for violence.","They are speaking in a dialect she has not heard in centuries — not Black Speech exactly, something older, something that predates the standardization of the Enemy's tongue.",They have not heard the traveller. The dialect they are using is a version of something she knows.,Does not enter the chamber. Does not reveal presence. Listens.,what_stirs_in_the_dark
7f1c514b-1ae1-4546-ada4-59a516725faa,6495f2bc-bca4-45a0-b299-7dd9a5055526,orcs,brief_exchange,high,celebrian,,,"One of them in a passage, alone, carrying something wrapped. He sees her before she sees him. He does not run.","He speaks — not in threat, in shock. He says a name in a tongue she has not heard used by orcs before. The name is for something she knows. He has no right to know it.",He knows that name. That name should be known only by those who were there when it was given. She was there. He was not.,Asks him where he heard that name. The answer is worse than any she would have constructed herself.,what_stirs_in_the_dark
c368375f-3daa-4fb5-b683-7d1f6139b384,66f75c77-d90b-4ff5-acaf-5106c523a9d8,orcs,confronts,high,,,,"A passage that seemed clear until it was not. Three of them blocking the way back, not forward — they came from behind.","They are not fighting. They are herding. They want the intruder away from a specific section of the passage — whatever is there, they are protecting it.",They are not going to let the traveller go back toward whatever they are guarding. Forward is the only option they are offering.,Goes forward. Notes where they would not let them go back.,threat_and_jeer
03a2d476-3e9e-437b-8bea-52de13335884,d3a35ef0-2b84-4234-b079-6f9602e120ce,orcs,confronts,mid,,,,"A checkpoint — two orcs and one Man, at a gap in a collapsed wall that serves as the only pass through a ridge.","The Man does the speaking. He asks for papers. Not a robbery — a genuine administrative checkpoint. Whatever Angmar is doing in this territory, it has bureaucracy.",Papers exist for people who are supposed to be here. The traveller is not supposed to be here.,Has no papers. Has a story instead. Watches to see which one the Man prefers.,interrogation
0b54e486-cbfd-41f0-86b4-82194d63be23,d3a35ef0-2b84-4234-b079-6f9602e120ce,orcs,confronts,high,aranath,,,A patrol that knows exactly what a Ranger looks like. The orc-captain speaks better Westron than expected.,"He says that Rangers of the North are not welcome in the Witch-king's lands and that this one has two choices: leave the road immediately or be escorted to the nearest tower, from which he will not leave.",The Witch-king's lands extend further south than they did a year ago. Aranath is standing in them.,Measures the distance to the road's edge. Then measures the distance to the tower he can see behind the patrol. Leaves the road.,suspicion_of_strangers
69a39e8b-cfaf-4c5f-ba59-f2e0373cc42e,f3fd6129-aa5c-475d-b750-a2588eaf9787,orcs,confronts,mid,,,,"Three of them at the edge of the ice, in daylight — they do not flinch from it. Watching the traveller on the snowfield below.","They endure sunlight. This alone is the warning — whatever adjustments made common orcs into these, the result is something that does not have the usual weakness.",They are deciding whether the traveller is worth the effort of the snowfield between them.,Does not run. Running on a snowfield goes badly. Continues at the same pace.,threat_and_jeer
474ea6d0-ad57-4251-9328-651b2983f3b6,fcdd4c2a-4a10-408b-8a33-6fb81c70f563,orcs,confronts,high,,,,"Sound before sight — many footsteps in the dark, coordinated. Then torchlight. Too much torchlight for a patrol.","A hunting-party, not a patrol. They were not looking for the traveller specifically — they were sweeping the passage. The traveller was in the passage.",The sweep is methodical. They have done this before. This passage has one exit behind and one exit forward.,Moves toward the forward exit. Does not run yet.,threat_and_jeer
50569545-b27b-4587-ad6a-81b16db2545a,fcdd4c2a-4a10-408b-8a33-6fb81c70f563,orcs,brief_exchange,high,celebrian,,,"A single old orc at a junction — not patrol, not hunting. Sitting.",He has been in these halls since before Durin's Bane came. He says this without boasting — a statement of fact from someone too old to care about impressions. He watches her with the specific recognition of someone who knew this place when it was something else.,He knew Khazad-dum when Dwarves still lived in it. She also knew Khazad-dum when Dwarves still lived in it. They are the only two in this passage who share that.,Sits across the junction. Asks him what he remembers of the forges on the third level.,lost_halls
ce72aad0-8ed9-4272-9ab6-dc5ef48f0902,952aa52c-0d33-441f-948e-57860d2a32a5,orcs,confronts,high,,,,"A court — rough, filthy, loud — and at the center of it a thing that is very large and very old and speaks with the ease of someone who has not needed to hurry in a long time.",He already knows who the traveller is. He says this first. He has been told. He does not say by whom. He says there is a negotiation to be had before he decides what to do with them.,"He is old enough to prefer manipulation to violence when manipulation is available. That is more dangerous, not less.",Listens to what the negotiation is. Does not agree to anything immediately.,interrogation
4d9b636e-cfc2-4553-ba53-77f6b765ed83,b0e8a8a8-dd35-4d05-8106-fbf768ac2000,trolls,confronts,low,,,,"Three of them around a fire on the road, arguing about whether last week's shepherd was better roasted or boiled. They have not noticed the traveller yet.",The argument is genuine — they have strong opinions about cooking methods and the debate has been going since before the fire was lit. They are not watchful. They are occupied.,"Three Stone-trolls arguing about food are, for the moment, not paying attention to anything else. Dawn is four hours away.",Does not step on anything. Does not breathe loudly. Moves around the fire's light.,quarrel_among_themselves
911aa104-9340-45d6-9675-6e9e3a0e63e7,b0e8a8a8-dd35-4d05-8106-fbf768ac2000,trolls,confronts,mid,,,,One of them blocking the road. The other two are somewhere behind him — audible but not visible.,He wants to know if the traveller has seen any sheep in the last valley. He genuinely wants to know. He has lost his flock.,"He is asking a question and waiting for an answer. He is not going to move until he gets one. He is also blocking a road at night, which is its own problem regardless of his intentions.",Answers the question. Tells him the direction. Watches him go.,harvest_and_weather
6c77b940-96d2-4acb-84d1-b6749482fcdf,b0e8a8a8-dd35-4d05-8106-fbf768ac2000,trolls,confronts,mid,aranath,,,"Three of them at the crossroads, and they have seen him. The largest one speaks first.","He says — slow, deliberate — that he remembers a man who looked like this man coming through here three years ago and that man had a good knife. He wants to know if this man has a good knife.",He is not asking to rob it. He genuinely wants a good knife. The previous man gave it to him voluntarily. The memory is oddly specific.,Thinks about what he can spare. Considers what walking out of the Trollshaws is worth.,craft_and_gold
395740a2-067a-4217-a021-1324afdba499,b0e8a8a8-dd35-4d05-8106-fbf768ac2000,trolls,confronts,low,celebrian,,,Three of them at a fire. One looks up when she passes — she is apparently the most interesting thing that has happened since the shepherd argument.,He asks what she is. Not threatening — he genuinely does not know. He has seen Elves before but they were smaller and they ran away. She is not running away.,"The question is curious, not hostile. Curiosity is a window.",Tells him what she is. Asks what he is. He finds this extremely funny.,old_grief
17c9c9ab-221e-4971-a7be-32fd10179f8c,9465fdad-d9f9-4165-be49-a57b70092638,trolls,confronts,mid,,,,"One on the road — not a full ambush, just one, and it is looking at the traveller with the specific dull focus of a creature that has decided something is going to happen.","It does not speak first. It is waiting to see what the traveller does. This is how it hunts — it lets the prey decide whether to run, because running is interesting.",Running is interesting. Standing is boring. Boring might be survivable.,Does not run. Does not retreat. Stands.,threat_and_jeer
7343f32b-9924-4dca-a48d-86d0460c758f,9465fdad-d9f9-4165-be49-a57b70092638,trolls,confronts,high,,,,"Two of them, and they have been waiting — the approach was too convenient, the gap in the rocks too obvious. This is practiced.","The first one speaks — three words, badly articulated, but in Westron: give it here. It does not specify what it. Everything the traveller is carrying qualifies.",The other one is circling. The circling is the real danger.,Does not look at the circling one. Keeps eyes on the one that spoke.,threat_and_jeer
5ebc25fe-0b80-4692-b45d-d534dd487886,9f632f47-64b9-45de-ba48-cda89e16bb49,trolls,confronts,mid,,,,It moved — something that had been a fallen trunk is not a fallen trunk anymore. It is standing up.,It has been waiting in place long enough that moss has grown on its back. This is a troll that understands patience. It is between the traveller and the path forward.,"It did not try to hide, exactly. It simply did not move. The forest made it invisible by being itself around it.",Has approximately four options. Three of them are bad.,threat_and_jeer
a6ed0f26-d3cf-46be-94be-1ea32c443461,b1c804af-e57a-4bb1-904f-3247e5506027,trolls,confronts,high,,,,One on the road in full daylight. Armored. Not a foraging beast — a soldier.,It does not speak. It is not here to speak. It is here because it was placed here and it will remain here until it is removed or its purpose is accomplished.,This is a weapon pointed at a road. The traveller is on the road.,Looks for what is behind it — what it is guarding. Then looks for the way around.,threat_and_jeer
11eddcc2-ec37-4f80-8b56-dd48e4bc1cd6,85d071e3-de44-4d3f-b1de-8e3b0134fd7d,trolls,brief_exchange,mid,,,,"A soldier at a garrison post — large, dark, speaks Westron with a southerner's accent. The garrison is Harad-aligned.",He asks for road-papers in the manner of someone following procedure. The procedure is real. He is following it correctly. He is also seven feet tall and the wrong color for what he is claiming to be.,The procedure is a distraction. The question is what happens when the procedure is satisfied.,Produces what papers exist. Watches how he reads them.,suspicion_of_strangers
a12ac888-3322-4c9f-8231-1faf1f1c94aa,d286f0a6-88fe-4018-bf61-0c0db4ace662,trolls,confronts,mid,,,,"Three of them — small for trolls, which still means large — circling something dead on the road ahead. They have not noticed the traveller yet.","They are arguing over the dead thing. One of them wants it, the other two want it, and none of them have worked out a resolution. The argument is escalating toward something physical.",Three young trolls about to start fighting over food is a window. The road goes around them on the right.,Takes the right side. Moves fast.,quarrel_among_themselves
46f97784-ce34-40ae-a50a-b90e3ab6b881,1992d2d4-f3b6-41e7-8f95-c46af8b3fafc,undead,watches,mid,,,,"A figure at the far end of a ruined hall — standing still, looking at the traveller. It has no shadow.","It does not move. It is waiting to be acknowledged. Ghosts of this kind — the old ones, the ones who remember themselves clearly — need acknowledgment before they can speak.",It has been here a long time. Whatever it is waiting to say has not diminished in the waiting.,Acknowledges it. Waits.,old_grief
