id,name,slug,type,active,tier,parent_id,description,description_summary,url_path,biomes,created_at
422ddd03-5bd1-42fd-881d-ec518cb21070,Morgai Flies,morgai_flies,insects,day,encounter,,"Vicious, biting, parasitic insects, Morgai Flies are one of the nasty nuisances of life in Mordor. They can found all over the Black Land, particularly in Gorgoroth, where they are known as Orcflies. Their sole food is blood, but enjoy feeding off nearly any beast they can find. Relatives of common Horseflies, Morgai Flies are large and dun, gray, or black in color, with red eyes and a red blotch, like Sauron's Lidless Eye, on their backs. Many chroniclers believe them to be monsters of the Dark Lord's design. This may be true of some of the larger subgroups, but those of the basic variety are simply huge, primeval vermin. Morgai Flies carry virtually all bloodborne diseases, and they played a major part in spreading the Great Plague of T.A. 1636-1637.","Vicious blood-sucking flies that swarm the wastes of Mordor, where Orcs call them ""Orcflies"" — large and dun-grey with red eyes and a red mark on the back like a watching eye, rumoured to be the Dark Lord's own breeding. Toward travellers: a maddening, biting torment to any beast or person crossing their lands.",,"{forest,water}",2026-06-15T22:25:44.988Z
4253634b-337d-4db2-b1cb-f91423470d02,Colbran,colbran,pukel_constructs,all-day,encounter,,"Pukel-creatures, the strongest and most clever works of the Druedain and the Daen Coentis: animated stone or metal that stays unseen until activated, then takes the form of attenuated manlike beings glowing with fierce blue light, some casting lightning bolts.","The greatest constructs of the Wild-men — animated stone or metal that lies unseen until roused, then rises as a slender man-shape glowing with fierce blue light, some hurling lightning. Toward travellers: a hidden guardian that wakes to strike; what seemed dead stone comes alive in blue fire.",,,2026-06-15T22:25:44.988Z
430eb4a3-fba7-4617-8163-22f7cc19a2d3,Waterfowl,waterfowl,flying_animals,day,encounter,,"Ducks, geese, swans and other water-birds of river, lake, marsh and shore, gathering in flocks to feed and nest. A ready quarry for hunters and a noisy alarm that betrays anyone moving along the water's edge.","Ducks, geese, swans and other water-birds of river, lake and shore, gathering in flocks to feed and nest. Toward travellers: harmless game — and a noisy alarm that betrays anyone moving along the water's edge.",,"{water,marsh}",2026-06-20T08:14:26.499Z
43e7d602-b91f-42a1-b379-1abd74a52950,Wild Bees,wild_bees,insects,day,encounter,,"Wild honeybees and bumblebees of meadow, heath and woodland, nesting in hollow trees and banks. Their hives yield honey and wax to those bold enough to take them, and a disturbed swarm can drive off a bear or a careless gatherer.","Wild honeybees and bumblebees of meadow, heath and woodland, nesting in hollow trees and banks. Toward travellers: their nests yield honey and wax to the bold, but a disturbed swarm can drive off a bear or a careless gatherer.",,"{forest,hills,plains}",2026-06-20T08:14:26.499Z
4497c8ad-6b95-489d-9e89-f37c40390dcd,Serganka,serganka,flying_animals,day,encounter,,"A rare bird of the eastern wilds, prized and little understood, met only in remote country. Wary and striking in plumage, it keeps far from the haunts of Men.","A rare, striking-plumaged bird of the eastern wilds, prized and little understood, met only in remote country and keeping far from the haunts of Men. Toward travellers: harmless and elusive, a wondrous fleeting sight in far-off lands.",,,2026-06-10T19:23:21.806Z
45126a4d-2d86-4615-8f71-d0b87cfaf8eb,Flash Flood,flash_flood,hazards,all-day,encounter,,"A wall of water that roars down a dry wash or gorge after sudden rain upstream, sweeping away anything in the channel with little warning. Deadly in narrow defiles where the sky above may be clear.","A wall of water that roars down a dry wash or gorge after sudden rain upstream, sweeping away all in the channel with little warning — deadly in narrow defiles even when the sky overhead is clear. Toward travellers: a sudden, drowning danger; never camp in a dry streambed in storm-country.",,,2026-06-10T19:23:21.764Z
45a18bf3-dad9-43b6-8094-f3435fd9e1b6,Nazgûl,nazg_l,undead,nocturnal,encounter,,"The Nazgul or Ringwraiths, true Lords of the Undead and the single most powerful beings of their kind ever to walk Middle-earth; the nine Wraith-kings serve from Mordor (Minas Morgul) and Dol Guldur. (Detailed in ICE's Peoples of Middle-earth series.)","The Ringwraiths — nine wraith-kings, the mightiest undead ever to walk Middle-earth, serving the Dark Lord from Minas Morgul and Dol Guldur; cloaked and unseen, they wield paralysing terror. Toward travellers: an overwhelming, soul-freezing dread — to be hunted by one is near-certain doom.",,"{mountains,desert}",2026-06-16T02:15:02.173Z
4685e6d9-389b-4753-926a-d51ecc4dbf37,Volcanic Hazards,eruption,hazards,all-day,encounter,,"The perils of fire-mountains and hot ground — lava, ash, choking fumes, scalding steam-vents and bubbling mud-pots. Found chiefly about Orodruin and other live peaks, where the very earth is treacherous.","The perils of fire-mountains and hot ground — lava, ash, choking fumes, scalding steam-vents and bubbling mud — found chiefly about Orodruin and other live peaks where the very earth is treacherous. Toward travellers: a land that can burn, choke or scald; every step near the fire-mountains is a gamble.",,,2026-06-10T19:23:21.760Z
46ca1913-6521-40e0-9363-dcedc5f4079e,Ulmodili,ulmodili,water_animals,all-day,encounter,,"No water creature is as intelligent or blessed as the Ulmodili (Q. ""Friend of Ulmo""; pl. ""Ulmodili""), the beautiful blue and white Dolphin (Porpoise). Seaborne mammals, they are servants of Ulmo (as opposed to Ossë) and fast allies of the Teleri. Their complex society and wide-ranging schools enable them to act with startling unity when summoned by their master or friends, or when aroused by their enemies. The gregarious Ulmodili live in hierarchical groups of 10-200 individuals, which in turn join to form schools of 100-2000 creatures. Playful and agile, they roll and leap along the surface of the open sea, moving at speeds of up to 40 miles an hour. When they submerge, they can dive as deep as 1000 feet and stay down for as long as five minutes before they need to resurface (they breathe through lungs, not gills). An Ulmodili has smooth blue (top) and white (bottom) skin and a long beaked snout. This snout is a formidable, mace-like weapon that contains an array of short, sharp teeth. Its bulging forehead encases a pad of fat that houses a sonar-like organ that enables the creature to detect objects with stunning accuracy.","Beautiful blue-and-white dolphins — the most intelligent and blessed of sea-creatures, servants of the Lord of Waters and friends of the Sea-elves, living in great playful, hierarchical schools that can act with sudden unity. Toward travellers: friendly and benevolent to seafarers, sometimes aiding ships or the drowning.",,{water},2026-06-15T22:25:44.988Z
4788b0d8-7d01-4716-ac70-7b19726d63c5,Foreigners,foreigners,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Men from distant lands, marked by strange dress, speech and custom — traders, envoys, mercenaries or wanderers far from home, regarded with curiosity or suspicion depending on where their road has brought them.","Men from distant lands marked by strange dress, speech and custom — traders, envoys, mercenaries or wanderers far from home. Toward travellers: regarded with curiosity or suspicion, their intent unknown until shown — anywhere from friendly to dangerous.",,{roads},2026-06-10T19:23:21.766Z
47c69181-40d4-46b3-bd5b-e43146d66ac4,Horses Of Mordor,horses_of_mordor,riding_animals,all-day,encounter,,"The forces of Evil, most notably the corrupted Maia Sauron, have bent Horses to their nefarious purposes. Sauron originally had his Nazgûl mounted on black Horses stolen as foals and thus accustomed to evil at an early age; these beasts were fortified by spells and potions to make them swift, tireless, and unafraid of things that would terrify a normal steed. By the end of the Third Age the Dark Lord had succeeded in reshaping some of the stolen foals: enlarged and strengthened, given carnivorous foreteeth, fiery night-sighted eyes, and steaming, smoking breath, their faces became skull-like and their hooves like polished iron. One such was the Mount of the Mouth of Sauron, which bore its master to the parley at the Black Gate during the War of the Ring; exceedingly large and powerful, it could run almost as fast as a Meara, with sharp-edged hooves and saw-like jaws that penetrated armor. Its greatest weapon was its foul steam, akin to the Nazgûl's Black Breath (a 30-foot range, affecting any target within a 5-foot radius). Note: this creature can be characterized as a monster; see Section 6.0 regarding Evil Horses.","Steeds bent to evil — black horses stolen as foals and raised to darkness, fortified by spell and potion to be swift, tireless and fearless; the worst reshaped into enlarged, carnivorous, fiery-eyed monsters. Toward travellers: war-mounts of the Enemy's servants; the reshaped kind are predatory horrors, not natural beasts.",,{plains},2026-06-15T22:25:44.988Z
484b206d-1708-463e-8aad-feaf45092071,Dwarves of the Iron Hills,dwarves_of_the_iron_hills,dwarves,all-day,encounter,f637cca6-c509-44bd-80bf-68313c65696f,"Durin's Folk who mine and smelt rich iron deposits in the Iron Hills east of Mirkwood, providing metalwork, weapons and armor and maintaining trade links with Dalemen and Lake-men.","Durin's Folk who mine and smelt the rich iron of the Iron Hills east of Mirkwood — renowned smiths of weapons and armour, trading with the Men of Dale and the Lake. Toward travellers: proud, industrious and stout in war; wary of strangers but fair to honest dealers and staunch allies.",,"{mountains,hills}",2026-06-17T04:58:58.653Z
4971cf91-41a7-4451-ad8e-e013e754a2d0,Mabelmaikli,mabelmaikli,water_creatures,day,encounter,,"Sharp-claws (Q. ""Mabelmaikli"") are huge creatures with eight appendages. They resemble a cross between a Crab and a Squid and inhabit the inland seas of Rhûnen, Nûrnen, Dushera and the sheltered coastal shelves between the Bay of Helcar (in the Romenëar) and the Bay of Ormal (in the Haragaer). Because they are enamoured of rich, somewhat briny water, though, Mabelmaikli can thrive in any marsh, delta, lake, or ocean where there is a little salt. They are most common in Mordor and in the waters off Arg-Simorîg. Mabelmaikli feed on Starfish, Shellfish, and submarine Worms, but they will attack any animal that comes within reach of their four nimble, steely claws. Each of these pincers is 1-2 feet in diameter and can crush a Man with ease. Together, they present a frightening array. Actually, they are simply the creature's four forward, grasping appendages, and are used to immobilize prey. The Mabelmaikla tears its victims apart with nine inch mandibles and four pairs of mouth parts. Like their Crab relatives, Sharp-claws propel themselves backwards when they swim, but they move much faster, often at speeds of up to fifteen miles an hour. Generally, though, they prefer to burrow and remain inactive until their prey happens by. Their ability to lay an ambush is legend, especially among the slave-fishermen of Nûrn. After all, Mabelmaikli are huge, bright purple denizens that one would expect to see with relative ease. By using refined instincts and the cover of their burrows and murky waters, however, these beasts hide very well. Sharp-claws make excellent feeding machines. They 'hear' with sensors in their four legs and smell and feel with their three foot long antennae. Pain does not affect them. (They cannot be stunned.) Once a Mabelmaikla senses a prospective kill, it darts forward and embraces its victim with one or more pincers. Then it smells the prey with its feet, analyzing the pinioned creature's worth as food.","""Sharp-claws"" — huge eight-limbed sea-creatures like a cross between a crab and a squid, dwelling in the briny inland seas and coastal shallows of the East and South. Toward travellers: a dangerous denizen of salt and brackish waters whose claws make wading or swimming its haunts a risk.",,"{marsh,water}",2026-06-15T22:25:44.988Z
49cd5454-4de9-47f6-9f92-81a5c521c9e3,Great Falcons Of Ardor,great_falcons_of_ardor,flying_animals,day,encounter,,"These fierce creatures were the preferred mounts of the Lords of the Air of the Court of Ardor in southern Middle-earth. They were perhaps developed from the Great Falcons of Mirkwood. This fact would have been known to Sauron, who could have shared his knowledge with the evil Elda Court. The fiercest of these Falcons were tied to specific Windlords by magical means; their loyalty to their masters was unswerving, and no one else could ride them unless they could somehow overcome the will of the Falcons by magical means.","Fierce giant falcons bred as mounts for evil Air-lords of the far south — perhaps developed from the great falcons of Mirkwood — the fiercest magically bound to a single master that none else can ride. Toward travellers: war-mounts of dark lords, a deadly aerial threat where their riders hold sway.",,{forest},2026-06-15T22:25:44.988Z
4a7d2cf1-b977-4ae5-ac1b-89185cb7ca10,Eris Squids,eris_squids,water_animals,all-day,encounter,,"This small tentacled sea creature is found along the Mumakani coast, in the warm South Sea. It is hunted by alchemists and others who prepare magical substances for its ink. The exact use of this solution in magical preparations is not known to those outside this isolated southern region of Middle-earth. Mumakani and Kiran peoples, however, prize the substance for its ability to produce camouflage paste and invisible ink.","A small tentacled squid of the warm southern coast, hunted for its ink, which southern alchemists prize for camouflage paste and invisible ink. Toward travellers: harmless; of interest only to those who trade in its ink.",,,2026-06-15T22:25:44.988Z
4be8ce2e-bc95-4905-8fa8-8bc6dfb014b1,Farmer Woodsman,farmer_woodsman,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Settled country folk who work a farm or a stretch of woodland at the edge of the wild — tilling, herding, felling and charcoal-burning. Hospitable but guarded, they are the first to suffer when raiders or beasts come out of the wilderness.","Settled country folk working a farm or stretch of woodland at the edge of the wild — tilling, herding, felling and charcoal-burning; hospitable but guarded, and the first to suffer when raiders or beasts come out of the wilderness. Toward travellers: kindly to honest folk and a source of food and shelter, but wary on an exposed frontier.",,,2026-06-10T19:23:21.761Z
4c245196-06e2-4481-aa69-d7ad18429751,Dunlendings Healers,dunlendings_healers,humans,all-day,encounter,1007565e-5a57-46d9-9089-2f94e04a2e01,"Wise-women and herb-lore keepers of the Dunlending clans, tending wounds and sickness with simples, charms and old craft. Respected and a little feared among their own folk, they guard remedies and rites handed down since before Rohan came.","Wise-women and herb-keepers of the Dunlending clans, tending wounds and sickness with simples, charms and old craft — respected and a little feared, guarding remedies and rites older than Rohan. Toward travellers: a possible source of healing and lore, though wary of outsiders and protective of their secrets.",,{hills},2026-06-10T19:23:21.754Z
4ddb4f0d-cff8-492d-88ce-8fe319653388,Lindellim (Nandor),lindellim,elves,all-day,encounter,a85ddc65-e8d5-460e-99ea-8b2e6a0f70ec,"Nandor Elves (Lindellim) and Mithrim-related northern Sindar houses contribute additional Elven lineages within Lindon. The appendices detail house histories, territories and military forces, showing how they occupy various parts of Forlindon, Harlindon and Rhûnlindon and how their demographic share grows relative to the Noldor over time.[file:99]","Nandor Elves and northern Sindar houses of Lindon, holding parts of its forlands and shores — an old woodland Elven lineage among the western realms. Toward travellers: secretive forest-Elves, wary of strangers but not hostile without cause.",,,2026-06-17T04:58:58.653Z
4e91aa11-52ab-4689-9d9d-5dfcb02f2310,Elves,elves,elves,all-day,encounter,,"A chance meeting with Elves abroad in the wider lands — usually a small party on the road rather than the folk of a settled realm: travellers between the havens, a wandering company keeping to the dusk, or hunters far afield. Courteous but reserved with strangers, they seldom linger long.","A chance meeting with Elves abroad — usually a small party on the road: travellers between the havens, a company keeping to the dusk, or hunters far afield. Toward travellers: courteous but reserved with strangers, gracious to the worthy, and seldom lingering long.",,,2026-06-10T19:23:21.797Z
4e93408d-db47-4cb6-8b44-9ecfd574c3eb,Lassaraukar,lassaraukar,demons,all-day,encounter,,"Leaf-demons (Q. ""Lassarauko""), nocturnal wood-spirits seduced and corrupted by Morgoth into savage arboreal predators. Immortal and unbreedable, with hearing and smell beyond Elven sight, they race along branches faster than a Swift flies and can stop instantly only at predetermined spots. Tall, featureless and greenish-hided, they live in ""lats"" of six (five Lesser led by one Greater) and rest motionless most of the day, often mistaken for statues (their eyes worth 500 gp).","""Leaf-demons"" — nocturnal wood-spirits twisted by Morgoth into savage tree-top predators; tall, featureless and green-hided, with senses keener than Elven sight, racing along branches faster than a bird and freezing motionless by day, often mistaken for statues. Toward travellers: an almost unkillable forest horror that strikes from the canopy in the dark.",,"{forest,mountains,water}",2026-06-15T22:25:44.988Z
4f5629b1-3cc8-4e37-8938-4809b169a316,Renegade Elf,renegade_elf,elves,all-day,encounter,,"An Elf who has forsaken his people — outlawed for some old deed, soured by grief, or gone solitary and strange in the wilder corners of Lindon. Wary and unpredictable, a renegade may aid a traveller as readily as rob one, and answers to no lord.","An Elf who has forsaken his people — outlawed for some old deed, soured by grief, or gone solitary and strange in the wild — wary, unpredictable, and answering to no lord. Toward travellers: a wild card who may aid a stranger as readily as rob one, and not to be trusted on sight.",,{roads},2026-06-10T19:23:21.803Z
4fde5e29-9bc7-4324-a4bf-615bcdbdc1ba,Orao,orao,flying_animals,day,encounter,,"The Desert Orao is the principal native Eagle of Far Harad. It is quite similar to the Eagles of the North, except that the environment has forced him to play the role of scavenger as well as hunter. These soaring hunters swoop to attack smaller birds or prey on the ground. Unlike the northern birds, the desert Eagle will as readily eat carrion as fresh meat, an adaptation made necessary by the environment. They are aggressive enough to strike travellers along Harad's southern caravan roads. Aside from Men, the Orao are the dominant hunters on the vast plains of southwestern Harad. Their eyries are set in the caverns of the northern Yellow Mountains, and in wind-hollowed caves the highest of the hilly Raj region to the north. In size, they are no match for the Great Eagles, but they are large enough to carry off a shepherd's goat or lamb.","The great desert eagle of Far Harad — like the northern eagles but forced to scavenge as well as hunt, taking prey in the air or on the ground and eating carrion; bold enough to strike at people on the southern caravan roads. Toward travellers: unusually aggressive for an eagle, and may harass or attack those crossing its desert.",,"{desert,mountains}",2026-06-16T02:15:02.159Z
4fece4e4-08d2-47d7-bd3d-d5df7f88ae47,Gondorian farmers,gondorian_farmers,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"The founding of Gondor concentrated people in the Anduin valley, settling Anórien, Ithilien and Lebennin together as early heartlands.[file:216] By the War of the Ring, Anórien's lowlands host scattered villages and farmsteads of Gondorians of mixed Númenórean and local descent, who work fields and pastures and supply traffic along the Great West Road and river.","The farming folk of Gondor's heartland vales — Anórien, Ithilien and Lebennin — of mixed Númenórean and local blood, working fields and pastures and supplying the great roads and the river. Toward travellers: settled, ordinary country people, generally peaceable and used to traffic on the roads.",,,2026-06-17T04:58:58.653Z
503fe564-a868-45ef-b0bf-fd0bbcd066f0,Spies,spies,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Agents abroad on someone's secret business — watching roads and garrisons, carrying word, or worming into the confidence of the powerful. They pass as travellers, merchants or servants, and a careless one is as dangerous to its master as to its mark.","Agents on secret business — watching roads and garrisons, carrying word, or worming into the trust of the powerful — passing as travellers, merchants or servants. Toward travellers: outwardly harmless but dangerous in what they serve; a careless word to one may travel far.",,{roads},2026-06-10T19:23:21.810Z
50c27cea-1b14-4b13-9f75-9b72d0cd98d4,Sea Eagles,sea_eagles,flying_animals,day,encounter,,"Smaller, swifter kinsmen of the fierce Red Eagles, Sea Eagles live along the coasts of the Romenear (Q. ""East Sea"") and the eastern Haragaer (S. ""South Sea""). There, they hunt sea mammals, large fish that swim near the surface, and even sea turtles. The bane of Water Drakes, Sea Eagles are often worshipped as saviors by the seafaring tribes of the remote eastern isles. Sea Eagles have yellowish-gold underplumage and blue-green feathers on the tops of their backs and wings. They have golden beaks.","Swift coastal eagles of the eastern seas — smaller kin of the Red Eagles — hunting sea-mammals, surface fish and even sea-turtles, bane of water-drakes and worshipped as saviours by some island tribes; gold-and-blue-green plumed. Toward travellers: little threat to people, a majestic hunter of the coasts and a good omen to seafarers.",,{water},2026-06-15T22:25:44.988Z
50d395e0-faf1-457d-b335-75ab1e5ecd42,Beaded Lizards,beaded_lizards,reptiles,day,encounter,,"Stout, venomous lizards of the dry southern scrub, marked with bead-like scales. Slow but ill-tempered, they deliver a painful, lingering bite when handled or trodden on.","Stout, venomous lizards of the dry southern scrub, marked with bead-like scales — slow but ill-tempered, delivering a painful, lingering bite when handled or trodden on. Toward travellers: easily avoided, but a nasty venomous bite if disturbed.",,,2026-06-10T19:23:21.738Z
51d7231c-cbd9-4fa8-be1a-d0e71d720d4b,Din Fainen (death-moss),din_fainen_death-moss,plants,all-day,encounter,,"A pale, clinging moss that grows in dark, damp hollows and on rotting trunks in the shadowed forest. Contact or ingestion can be deadly; it is carefully harvested for use in the most virulent poisons.","A pale, clinging moss of dark, damp hollows and rotting trunks in the shadowed forest — deadly to touch or eat, and carefully harvested for the most virulent poisons. Toward travellers: a quiet, lethal hazard underfoot in deep woods, not to be touched.",,"{forest,marsh}",2026-06-16T07:06:26.832Z
51e93e8b-582f-4eb6-9404-eebc50cfb471,Lamprey,lamprey,water_animals,all-day,encounter,,"A cylindrical, grey, jawless fish, the Lamprey is a parasite that attaches itself to other creatures, like a leech with a circular maw. It then remains in place, slowly burrowing into the flesh and swallowing blood until sated. (A wound from a Lamprey will bleed at a rate of two hits/round for each round it was in place.)","A jawless, eel-like fish with a round, rasping sucker-mouth — a water parasite that latches onto larger creatures and bores in to feed on blood until full. Toward travellers: a foul hazard of swimming or fording, fastening on unseen and leaving a slow-bleeding wound.",,,2026-06-15T22:25:44.988Z
5280da74-e5c5-4e22-8ebd-9514d75092ab,Dragons,dragons,drakes,all-day,encounter,,"Dragons and drakes of Middle-earth — the great worms bred by Morgoth in the Elder Days and their lingering descendants. Vast, cunning and malevolent, armoured in scale and (the greatest) gifted with fire and a spellbinding voice; any one is a peril to a whole realm.","The great worms bred by Morgoth in the Elder Days and their lingering descendants — vast, cunning and malevolent, scaled in armour and, the greatest of them, gifted with fire and a spellbinding voice. Toward travellers: any one is a peril to a whole kingdom; to meet one is mortal danger.",,,2026-06-10T19:23:21.751Z
547cc63c-be9c-4ca1-87c5-6e3e3329e587,Ants,ants,insects,day,encounter,,"Industrious ants whose great earthen nests dot wood and plain; most are harmless, but the biting and soldier kinds swarm in defense, and the largest southern species can strip a carcass with frightening speed.","Industrious ants whose great earthen nests dot wood and plain; most harmless, but the biting and soldier kinds swarm to defend, and the largest southern species can strip a carcass with frightening speed. Toward travellers: a nuisance at most, unless one disturbs an aggressive or southern nest.",,,2026-06-10T19:23:21.733Z
553bb72d-37d0-4b7f-84c2-1bb457a078ca,Bats,bats,flying_animals,nocturnal,encounter,,"Bats of cave, ruin and hollow tree, emerging at dusk to hunt insects over water and woodland. Harmless singly, though great colonies haunt the darker caverns and some far-eastern kinds grow large and bold.","Bats of cave, ruin and hollow tree that pour out at dusk to hunt insects over water and wood. Harmless singly, though vast colonies haunt the deeper caverns. Toward travellers: no threat — a flutter of wings in the dark, or an unsettling living ceiling in a cave.",,,2026-06-10T19:23:21.737Z
56a6d463-2121-4438-a8d8-f3dd60dd341a,Tom Bombadil,tom_bombadil,maiar,all-day,encounter,,"The oldest being, who sings songs to calm the angry trees of the forest.","The oldest of beings — a merry, mysterious master of his own small country who sings to quiet the angry trees and fears nothing in the world, wholly his own master and untouched by the powers that move others. Toward travellers: kindly and helpful to those who stumble upon him, offering shelter, song and rescue — but bound to no one's errand but his own.",,,2026-06-17T04:58:58.653Z
57650ea6-8999-4bf1-acc9-b32b4e23230d,Sindar (Grey-elves),sindar,elves,all-day,group,,"The Sindar or ""Grey-elves"" are Eldar and were originally part of the great kindred called the Teleri. Unlike the Noldor, Vanyar, and bulk of the Teleri, the Sindar chose not to cross over the sea to Aman; instead they stayed in Middle-earth. They, like the Silvan Elves, are part of the Moriquendi, those Elves who never saw the Light of Valinor. Physical Character: Thin when compared to Men, the Sindar are nearly as tall as the Noldor but are generally slighter of build. They are more muscular than the Silvan folk. Most have fair hair and pale blue or grey eyes. Like the Noldor, they have light skin. Same endurance as Noldor Elves. Males average 6'5"", females 6'1"". Same lifespan as Noldor Elves. Cannot become sick or scarred and are virtually immune to disease. +15 bonus versus cold attacks. Vision same as that of Noldor Elves. Less musical than the Vanyar or Silvan Elves, and are less skilled in forging or crafts than the Noldor. Nonetheless, they are adept at all the arts and excel in their special provinces. No race builds better boats or ships. The Sindar are the most open and cooperative of Middle-earth's Elves. They are great teachers and borrowers and have an interest in the works of all races. Scattered through the eastern woods and the realms of their Silvan kin, they are encountered as counsellors, march-wardens and lords among the Wood-elves of Mirkwood, Lorien and the Vale of Anduin.","Noble Grey-elves who stayed in Middle-earth rather than sail West — tall, fair-haired and pale-eyed, ancient and learned, carrying themselves with quiet authority. Toward travellers: courteous but reserved, measuring a stranger before they trust.",,,2026-06-16T02:28:26.531Z
57843f83-6907-4135-8f46-23e69632218f,Undarlaif,undarlaif,carnivores,all-day,encounter,,"Large black jackals (Rh. Leavings) that entered the Talath Harroch, the southern Rhovanion plain below Mirkwood, during the Great Plague of T.A. 1636-1637, having migrated from the East; they now range from the western flanks of the Orocarni to the eastern bank of the Anduin. Their reddish ears and eerie blue eyes give an innocent guise that hides sly, pitiless ways. Hunting at night in coordinated packs of 4-20, they encircle prey, decoy the strongest defenders and close on the choicest victims, scavenging carrion in lean times.","Large black jackals with reddish ears and eerie blue eyes that give an innocent look hiding sly, pitiless ways — night-hunters in coordinated packs that encircle prey, decoy its defenders and pick off the choicest victims, scavenging in lean times. Toward travellers: a cunning, dangerous pack-predator of the night, best met with fire and numbers.",,"{forest,mountains,plains,cave}",2026-06-15T22:25:44.988Z
583dedb1-f86c-4c23-8b0c-5b5adfae70ee,Sindar Guardian,sindar_guardian,elves,all-day,encounter,57650ea6-8999-4bf1-acc9-b32b4e23230d,"A Sindarin warden set to keep some threshold of the Elven lands — a ford, a forest-eaves, a hidden path. Silent and watchful, clad to melt into wood and shadow, the guardian challenges intruders and speeds friends quietly on their way.","A Sindarin warden set to keep some threshold of the Elven lands — a ford, a forest-eaves, a hidden path — silent and watchful, clad to melt into wood and shadow. Toward travellers: challenges intruders from hiding but speeds friends quietly on their way; a guardian, not a hunter.",,,2026-06-10T19:23:21.807Z
585c04c5-4a76-4a41-ac96-a9d3f40ffbd9,The Majmun,the_majmun,other_animals,all-day,encounter,,"Hordes of lively monkeys living among the trees of the forest called ""Gaj"" in western Far Harad, about three feet head to tail and flitting through branches like squirrels. Less intelligent than their more developed relatives but endearing to Men who visit the Gaj, they are neither noisy nor unclean and act tame around typical Haradan, though shyer with outlandishly dressed folk; great swarms haunt the temple grounds so respectfully the faithful insist they worship there. Their attractive gold-and-black fur is speckled with light that glows in the dark, and tales tell of foreign pelt-trappers who met ghastly ends, swarmed by the chattering beasts.","Lively, tree-flitting monkeys of a Far Harad forest, about three feet long, endearing and tame around the local folk but shyer of strangely-dressed outsiders; great troops haunt a temple so respectfully the faithful say they worship there. Toward travellers: harmless and curious, though wary of foreign-looking visitors.",,{forest},2026-06-16T02:15:02.174Z
58964860-bbd7-4604-a4dd-fc3528f406bf,Dorwinrim,dorwinrim,humans,all-day,encounter,06d62e06-9fcb-4dda-93c8-9ca72b211f57,"The Dorwinrim occupy the lower Carnen valley and the region running south from the river to the northwest shore of the Sea of Rhûn - the land called Dorwinion. They are a mixture of Northman and Easterling stock. Physical Character: Dorwinrim are slightly larger than most groups labeled as ""Common Men"": males average 160 pounds, females 110 pounds. Overall, they are somewhat stocky and have wide features; narrow noses and eye slits are the only exception. Their fair, slightly yellowish complexion is unique. They have subdued eyes which are usually brown (like their straight hair), although some are blue or green. Average endurance. Men average 5'9"", women 5'2"". Lifespan: 60-80 years. +30 bonus to RR versus poisons. +15 for Acting or Public Speaking situations. +10 for Rowing maneuvers. They are traders and river-men who abandoned their nomadic past in favor of an urban, albeit rustic life. Dorwinion is known for its fine wines and strong oils. Vines cover the land and provide the principal sources of income: grapes, olives, wine, olive oil, etc.","The folk of Dorwinion by the Sea of Rhûn — of mixed Northman and Easterling blood, somewhat stocky and fair with a faint yellowish cast — a people of the wine-lands between the great realms. Toward travellers: traders and vintners of the eastern marches whose welcome depends on the dealings and the day.",,,2026-06-16T02:28:26.536Z
597fed89-f1f2-453d-9f90-06181c58d5dd,Green Asps,green_asps,reptiles,day,encounter,,"The Green Asp is the only venomous serpent indigenous to Calenardhon (Rohan) and the northern White Mountains. It is a sociable creature (for a snake), making its home in as many as fifty of its fellows in empty Rabbit or Ground Squirrel burrows. On sunny days, the Asp community will come out to sun themselves en masse on the slopes near their subterranean home. Green Asps have dull green skin and are usually fat and torpid, with puffy poison glands below their eyes. They are considered unattractive even by those fond of serpents, and a fetid odor reminiscent of rotting strawberries does nothing to relieve this impression. The (5th lvl) bite is rarely fatal, but the area around the wound becomes necrotic, turning awful shades of violet and yellow-green before sloughing off, usually exposing the bone. In some cases (15% chance, modified by Co bonus) the injection may cause the entire limb to turn gangrenous and fall off; otherwise the victim will be incapacitated for 3-6 days with high fever and hallucinations.","A dull-green venomous snake of Rohan and the northern White Mountains — unusually sociable, denning by the dozens in old burrows and basking together on sunny slopes; fat, sluggish and foul-smelling. Toward travellers: venomous if trodden on or cornered, but torpid and easily avoided.",,{mountains},2026-06-15T22:25:44.988Z
